scientific name,genus name,family name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Viburnum koreanum,NA,Caprifoliaceae,³¯ÏÊ¼ÔÉo,6,7,8,9,WD
Viburnum opulus f. puberulum,NA,Caprifoliaceae,Ã«Ò¶¼¦Ê÷Ìõ,NA,NA,NA,NA,WD
Viburnum opulus var. sargentii,NA,Caprifoliaceae,¼¦Ê÷Ìõ,NA,NA,NA,NA,WD
Vicia amoena,Vicia,Fabaceae,É½Ò°Íã¶¹,4,6,7,10,CB
Vicia amoena var. oblongifolia,NA,Fabaceae,ÏÁÒ¶É½Ò°Íã¶¹,NA,NA,NA,NA,CB
Vicia amurensis,Vicia,Fabaceae,ºÚÁú½­Ò°Íã¶¹,7,8,8,9,CB
Vicia baicalensis,NA,Fabaceae,±´¼Ó¶ûÒ°Íã¶¹,NA,NA,NA,NA,CB
Vicia cracca,Vicia,Fabaceae,¹ã²¼Ò°Íã¶¹,5,9,5,9,CB
Vicia geminiflora,NA,Fabaceae,Ë÷Â×Ò°Íã¶¹,6,7,NA,NA,CB
Vicia multicaulis,Vicia,Fabaceae,¶à¾¥Ò°Íã¶¹,6,7,7,8,CB
Vicia ohwiana,Vicia,Fabaceae,Í·ĞòÍáÍ·²Ë,7,9,7,9,CB
Vicia pseudorobus,Vicia,Fabaceae,´óÒ¶Ò°Íã¶¹,6,9,NA,NA,CB
Vicia pseudorobus f. albiflora,NA,Fabaceae,°×»¨´óÒ°Íã¶¹,NA,NA,NA,NA,CB
Vicia pseudorobus f. breviramea,NA,Fabaceae,¶ÌĞò´óÒ°Íã¶¹,NA,NA,NA,NA,CB
Vicia unijuga,Vicia,Fabaceae,ÍáÍ·²Ë,7,8,9,10,CB
Vicia venosa,Vicia,Fabaceae,ÁøÒ¶Ò°Íã¶¹,7,8,8,9,CB
Vigna minima,NA,Fabaceae,ÔôĞ¡¶¹,8,10,8,10,CB
Viola acuminata,Viola,Violaceae,¼¦ÍÈİÀ²Ë,5,9,5,9,CB
Viola albida,Viola,Violaceae,³¯ÏÊİÀ²Ë,4.2,5,NA,NA,CB
Viola arcuata,Viola,Violaceae,ÈçÒâ²İ,3,6,NA,NA,CB
Viola biflora,Viola,Violaceae,Ë«»¨İÀ²Ë,5,9,5,9,CB
Viola brachyceras,Viola,Violaceae,ĞË°²Ô²Ò¶İÀ²Ë,5,8,5,8,CB
Viola chaerophylloides,Viola,Violaceae,ÄÏÉ½İÀ²Ë,4,9,4,9,CB
Viola collina,Viola,Violaceae,Çò¹ûİÀ²Ë,4,8,4,8,CB
Viola dactyloides,Viola,Violaceae,ÕÆÒ¶İÀ²Ë,5,8,5,8,CB
Viola diamantiaca,Viola,Violaceae,´óÒ¶İÀ²Ë,5,8,5,8,CB
Viola dissecta,NA,Violaceae,ÁÑÒ¶İÀ²Ë,4,9,4,9,CB
Viola dissecta var. incisa,NA,Violaceae,×ÜÁÑÒ¶İÀ²Ë,4,5,6,10,CB
Viola hirtipes,Viola,Violaceae,Ã«±úİÀ²Ë,4,6,4,6,CB
Viola mandshurica,Viola,Violaceae,¶«±±İÀ²Ë,4,9,4,9,CB
Viola mirabilis,NA,Violaceae,ÆæÒìİÀ²Ë,5,8,5,8,CB
Viola mongolica,NA,Violaceae,ÃÉ¹ÅİÀ²Ë,4,8,4,8,CB
Viola muehldorfii,Viola,Violaceae,´ó»Æ»¨İÀ²Ë,5.15,5,6,7,CB
Viola orientalis,Viola,Violaceae,¶«·½İÀ²Ë,4,5,5,6,CB
Viola phalacrocarpa,Viola,Violaceae,ÜçİÀ²Ë,4.2,9,4.2,9,CB
Viola philippica,Viola,Violaceae,×Ï»¨µØ¶¡,4.15,9,4.15,9,CB
Viola prionantha,Viola,Violaceae,Ôç¿ªİÀ²Ë,4,9,4,9,CB
Viola rossii,Viola,Violaceae,ÁÉÄşİÀ²Ë,4,9,4,9,CB
Viola sacchalinensis,NA,Violaceae,¿âÒ¶İÀ²Ë,5,8,5,8,CB
Viola selkirkii,Viola,Violaceae,ÉîÉ½İÀ²Ë,5,9,5,9,CB
Viola tenuicornis,Viola,Violaceae,Ï¸¾àİÀ²Ë,4,9,4,9,CB
Viola variegata,Viola,Violaceae,°ßÒ¶İÀ²Ë,4,9,4,9,CB
Viola websteri,Viola,Violaceae,Ş¤Ò¶İÀ²Ë,5,7,5,7,CB
Viscum coloratum,Viscum,Viscaceae,éÎ¼ÄÉú,4,5,9,11,WD
Vitis amurensis,NA,Vitaceae,É½ÆÏÌÑ,5,6,7,9,WD
Waldsteinia ternata,Waldsteinia,Rosaceae,ÁÖÊ¯²İ,5,6,5,6,CB
Weigela florida,NA,Caprifoliaceae,½õ´ø»¨,4,8,10,10,WD
Youngia stenoma,Youngia,Asteraceae,¼î»ÆğÆ²Ë,7,9,7,9,CB
Zigadenus sibiricus,NA,Liliaceae,ÆåÅÌ»¨,7,8,8,9,CB
