Chinese name,scientific name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,scientific name,Genus name,woodiness
Á«,Nelumbo nucifera,6,8,8,10,Nelumbonaceae,Nelumbo nucifera,Nelumbo,CB
ĞÂÄ¾½ª×Ó,Neolitsea aurata,2,3,9,10,Lauraceae,Neolitsea aurata,Neolitsea,WD
Õã½­ĞÂÄ¾½ª×Ó,Neolitsea aurata var. chekiangensis,NA,NA,NA,NA,Lauraceae,Neolitsea aurata var. chekiangensis,Neolitsea,WD
ÔÆºÍĞÂÄ¾½ª×Ó,Neolitsea aurata var. paraciculata,NA,NA,NA,NA,Lauraceae,Neolitsea aurata var. paraciculata,Neolitsea,WD
ÖÛÉ½ĞÂÄ¾½ª×Ó,Neolitsea sericea,9,10,1,2,Lauraceae,Neolitsea sericea,Neolitsea,WD
¶şÒ¶¶µ±»À¼,Neottianthe cucullata,8,9,NA,NA,Orchidaceae,Neottianthe cucullata,Neottianthe,CB
¾£½æ,Nepeta cataria,7,9,9,10,Lamiaceae,Nepeta cataria,Nepeta,CB
Õã¾£½æ,Nepeta everardi,5,5,8,8,Lamiaceae,Nepeta everardi,Nepeta,CB
ÁÑÒ¶¾£½æ,Nepeta tenuifolia,7,9,10,11,Lamiaceae,Nepeta tenuifolia,Nepeta,CB
É½ÀàÂ«,Neyraudia montana,NA,NA,NA,NA,Poaceae,Neyraudia montana,Neyraudia,CB
ÀàÂ«,Neyraudia reynaudiana,8,12,8,12,Poaceae,Neyraudia reynaudiana,Neyraudia,CB
Æ¼Åî²İ,Nuphar pumila,12,12,12,12,Nymphaeaceae,Nuphar pumila,Nuphar,CB
Ë¯Á«,Nymphaea tetragona,6,8,8,10,Nymphaeaceae,Nymphaea tetragona,Nymphaea,CB
½ğÒøÁ«»¨,Nymphoides indica,8,10,8,10,Menyanthaceae,Nymphoides indica,Nymphoides,CB
Üô²Ë,Nymphoides peltata,NA,NA,NA,NA,Menyanthaceae,Nymphoides peltatum,Nymphoides,CB
Üô²Ë,Nymphoides peltatum,NA,NA,NA,NA,Menyanthaceae,Nymphoides peltatum,Nymphoides,CB
À¶¹ûÊ÷,Nyssa sinensis,4,4,9,9,Nyssaceae,Nyssa sinensis,Nyssa,WD
ÂŞÀÕÊèÈáÃ«±äÖÖ,Ocimum basilicum var. pilosum,NA,NA,NA,NA,Lamiaceae,Ocimum basilicum var. pilosum,Ocimum,CB
Ë®ÇÛ,Oenanthe javanica,6,7,8,9,Apiaceae,Oenanthe javanica,Oenanthe,CB
ÏßÒ¶Ë®ÇÛ,Oenanthe linearis,5,10,5,10,Apiaceae,Oenanthe linearis,Oenanthe,CB
Ğ¡»±»¨,Ohwia caudata,7,9,9,11,Fabaceae,Ohwia caudata,Ohwia,WD
Ãó¹û²İ,Omphalotrigonotis cupulifera,5,7,5,7,Boraginaceae,Omphalotrigonotis cupulifera,Omphalotrigonotis,CB
ÑØ½×²İ,Ophiopogon bodinieri,6,8,8,10,Liliaceae,Ophiopogon bodinieri,Ophiopogon,CB
¼äĞÍÑØ½×²İ,Ophiopogon intermedius,5,8,8,10,Liliaceae,Ophiopogon intermedius,Ophiopogon,CB
Âó¶¬,Ophiopogon japonicus,5,8,8,9,Liliaceae,Ophiopogon japonicus,Ophiopogon,CB
ÖĞ»ªÉß¸ù²İ,Ophiorrhiza chinensis,NA,NA,NA,NA,Rubiaceae,Ophiorrhiza chinensis,Ophiorrhiza,CB
ÈÕ±¾Éß¸ù²İ,Ophiorrhiza japonica,8,8,NA,NA,Rubiaceae,Ophiorrhiza japonica,Ophiorrhiza,CB
ºìÃ«Éß¸ù²İ,Ophiorrhiza rufipilis,2,2,NA,NA,Rubiaceae,Ophiorrhiza rufipilis,Ophiorrhiza,CB
ÇóÃ×²İ,Oplismenus undulatifolius,7,11,7,11,Poaceae,Oplismenus undulatifolius,Oplismenus,CB
Ë«ËëÇóÃ×²İ,Oplismenus undulatifolius var. binatus,NA,NA,NA,NA,Poaceae,Oplismenus undulatifolius var. binatus,Oplismenus,CB
ÈÕ±¾ÇóÃ×²İ,Oplismenus undulatifolius var. japonicus,NA,NA,NA,NA,Poaceae,Oplismenus undulatifolius var. japonicus,Oplismenus,CB
³¤°êÂíÁåÜÄÌ¦,Oreocharis auricula,6,7,8,11,Gesneriaceae,Oreocharis auricula,Oreocharis,CB
¾îÃ«ÂíÁåÜÄÌ¦,Oreocharis sericea,NA,NA,NA,NA,Gesneriaceae,Oreocharis sericea,Oreocharis,CB
×ÏÂé,Oreocnide frutescens,3,5,6,10,Urticaceae,Oreocnide frutescens,Oreocnide,WD
Å£ÖÁ,Origanum vulgare,7,9,10,12,Lamiaceae,Origanum vulgare,Origanum,CB
³ô³£É½,Orixa japonica,4,5,9,11,Rutaceae,Orixa japonica,Orixa,WD
»¨éµÄ¾,Ormosia henryi,7,8,10,11,Fabaceae,Ormosia henryi,Ormosia,WD
ºì¶¹Ê÷,Ormosia hosiei,4,5,10,11,Fabaceae,Ormosia hosiei,Ormosia,WD
ÍßËÉ,Orostachys fimbriata,NA,NA,NA,NA,Crassulaceae,Orostachys fimbriata,Orostachys,CB
ÍíºìÍßËÉ,Orostachys japonica,9,10,NA,NA,Crassulaceae,Orostachys japonica,Orostachys,CB
»Æ»¨ÍßËÉ,Orostachys spinosa,7,8,9,9,Crassulaceae,Orostachys spinosa,Orostachys,CB
ĞÄÒ¶Öî¸ğ²Ë,Orychophragmus limprichtianus,NA,NA,NA,NA,Brassicaceae,Orychophragmus limprichtianus,Orychophragmus,CB
Öî¸ğ²Ë,Orychophragmus violaceus,4,5,5,6,Brassicaceae,Orychophragmus violaceus,Orychophragmus,CB
µ¾,Oryza sativa,NA,NA,NA,NA,Poaceae,Oryza sativa,Oryza,CB
½ğ½õÏã,Osbeckia chinensis,7,9,9,11,Melastomataceae,Osbeckia chinensis,Osbeckia,CB
Äş²¨Ä¾Ï¬,Osmanthus cooperi,9,10,5,6,Oleaceae,Osmanthus cooperi,Osmanthus,WD
Ä¾Ï¬,Osmanthus fragrans,9,10,3,3,Oleaceae,Osmanthus fragrans,Osmanthus,WD
–°Ê÷,Osmanthus heterophyllus,11,12,5,6,Oleaceae,Osmanthus heterophyllus,Osmanthus,WD
ºñ±ßÄ¾Ï¬,Osmanthus marginatus,5,6,11,12,Oleaceae,Osmanthus marginatus,Osmanthus,WD
Å£Ê¸¹û,Osmanthus matsumuranus,5,6,11,12,Oleaceae,Osmanthus matsumuranus,Osmanthus,WD
Ğ¡Ò¶ÔÂ¹ğ,Osmanthus minor,5,6,10,11,Oleaceae,Osmanthus minor,Osmanthus,WD
¸ôÉ½Ïã,Ostericum citriodorum,6,8,8,10,Apiaceae,Ostericum citriodorum,Ostericum,CB
´ó³İÉ½ÇÛ,Ostericum grosseserratum,7,9,8,10,Apiaceae,Ostericum grosseserratum,Ostericum,CB
»ª¶«É½ÇÛ,Ostericum huadongense,NA,NA,NA,NA,Apiaceae,Ostericum huadongense,Ostericum,CB
É½ÇÛ,Ostericum sieboldii,8,9,9,10,Apiaceae,Ostericum sieboldii,Ostericum,CB
õ¡½¬²İ,Oxalis corniculata,2,9,2,9,Oxalidaceae,Oxalis corniculata,Oxalis,CB
É½õ¡½¬²İ,Oxalis griffithii,2,9,2,9,Oxalidaceae,Oxalis griffithii,Oxalis,CB
Èı½ÇÒ¶õ¡½¬²İ,Oxalis obtriangulata,NA,NA,NA,NA,Oxalidaceae,NA,NA,NA
ÌìÅ®»¨,Oyama sieboldii,NA,NA,NA,NA,Magnoliaceae,Oyama sieboldii,Oyama,WD
¶¥»¨°åµÊ¹û,Pachysandra terminalis,4,5,NA,NA,Buxaceae,Pachysandra terminalis,Pachysandra,WD
¶Ì¹£³íÀî,Padus brachypoda,4,5,5,10,Rosaceae,Padus brachypoda,Padus,WD
˜ğÄ¾,Padus buergeriana,4,5,5,10,Rosaceae,Padus buergeriana,Padus,WD
»ÒÒ¶³íÀî,Padus grayana,4,5,6,10,Rosaceae,Padus grayana,Padus,WD
´Ö¹£³íÀî,Padus napaulensis,4,4,7,7,Rosaceae,Padus napaulensis,Padus,WD
Ï¸³İ³íÀî,Padus obtusata,4,5,6,10,Rosaceae,Padus obtusata,Padus,WD
¾îÃ«³íÀî,Padus wilsonii,4,5,6,10,Rosaceae,Padus wilsonii,Padus,WD
¶úÒ¶¼¦Ê¸ÌÙ,Paederia cavaleriei,6,7,10,11,Rubiaceae,Paederia cavaleriei,Paederia,WD
Êè»¨¼¦Ê¸ÌÙ,Paederia laxiflora,NA,NA,NA,NA,Rubiaceae,Paederia laxiflora,Paederia,CB
¼¦Ê¸ÌÙ,Paederia scandens,5,6,NA,NA,Rubiaceae,Paederia scandens,Paederia,WD
Ã«¼¦Ê¸ÌÙ,Paederia scandens var. tomentosa,NA,NA,NA,NA,Rubiaceae,Paederia scandens var. tomentosa,Paederia,WD
ÉÖÒ©,Paeonia lactiflora,5,6,8,8,Paeoniaceae,Paeonia lactiflora,Paeonia,CB
²İÉÖÒ©,Paeonia obovata,5,6,9,9,Paeoniaceae,Paeonia obovata,Paeonia,CB
Äµµ¤,Paeonia suffruticosa,5,5,6,6,Paeoniaceae,Paeonia suffruticosa,Paeonia,WD
Í­Ç®Ê÷,Paliurus hemsleyanus,4,6,7,9,Rhamnaceae,Paliurus hemsleyanus,Paliurus,WD
Ó²Ã«Âí¼××Ó,Paliurus hirsutus,6,8,8,10,Rhamnaceae,Paliurus hirsutus,Paliurus,WD
Âí¼××Ó,Paliurus ramosissimus,5,8,9,10,Rhamnaceae,Paliurus ramosissimus,Paliurus,WD
Öé×Ó²Î,Panax japonicum var. major,NA,NA,NA,NA,Araliaceae,Panax japonicum var. major,Panax,CB
Öé×Ó²Î,Panax japonicum var. major,NA,NA,NA,NA,Araliaceae,Codonopsis convolvulacea subsp. forrestii,Codonopsis,CB
Öñ½Ú²Î,Panax japonicus,NA,NA,NA,NA,Araliaceae,Panax japonicus,Panax,CB
ğ¢,Panicum miliaceum,7,10,7,10,Poaceae,Panicum miliaceum,Panicum,CB
Ï¸±úÊò,Panicum sumatrense,7,10,7,10,Poaceae,Panicum sumatrense,Panicum,CB
»Æ¹Ï²Ë,Paraixeris denticulata,5,11,5,11,Asteraceae,Paraixeris denticulata,Paraixeris,CB
ÔÆºÍ¼Ù²ÚËÕ,Paraphlomis lancidentata,6,6,NA,NA,Lamiaceae,Paraphlomis lancidentata,Paraphlomis,CB
Ğ¡´ÌÃ«¼Ù²ÚËÕ,Paraphlomis setulosa,6,6,NA,NA,Lamiaceae,Paraphlomis setulosa,Paraphlomis,CB
¼Ù¸£Íõ²İ,Paraprenanthes sororia,5,8,5,8,Asteraceae,Paraprenanthes sororia,Paraprenanthes,CB
ÍÃ¶ù·çĞ·¼×²İ,Parasenecio ainsliiflorus,7,8,9,10,Asteraceae,Parasenecio ainsliiflorus,Parasenecio,CB
»ÆÉ½Ğ·¼×²İ,Parasenecio hwangshanicus,7,8,9,9,Asteraceae,Parasenecio hwangshanicus,Parasenecio,CB
ÌìÄ¿É½Ğ·¼×²İ,Parasenecio matsudai,NA,NA,NA,NA,Asteraceae,Parasenecio matsudai,Parasenecio,CB
Ê¸ïßÒ¶Ğ·¼×²İ,Parasenecio rubescens,7,8,9,9,Asteraceae,Parasenecio rubescens,Parasenecio,CB
Ç½²İ,Parietaria micrantha,6,7,8,10,Urticaceae,Parietaria micrantha,Parietaria,CB
½ğÏßÖØÂ¥,Paris delavayi,NA,NA,NA,NA,Liliaceae,Paris delavayi,Paris,CB
¾ß±úÖØÂ¥,Paris fargesii var. petiolata,6,6,NA,NA,Liliaceae,Paris fargesii var. petiolata,Paris,CB
ÆßÒ¶Ò»Ö¦»¨,Paris polyphylla,4,7,8,11,Liliaceae,Paris polyphylla,Paris,CB
»ªÖØÂ¥,Paris polyphylla var. chinensis,5,7,8,10,Liliaceae,Paris polyphylla var. chinensis,Paris,CB
¿íÒ¶ÖØÂ¥,Paris polyphylla var. latifolia,5,5,7,9,Liliaceae,Paris polyphylla var. latifolia,Paris,CB
¿íÒ¶ÖØÂ¥,Paris polyphylla var. latifolia,5,5,7,9,Liliaceae,Paris polyphylla f. latifolia,Paris,CB
ÏÁÒ¶ÖØÂ¥,Paris polyphylla var. stenophylla,6,8,9,10,Liliaceae,Paris polyphylla var. stenophylla,Paris,CB
±±ÖØÂ¥,Paris verticillata,5,6,7,9,Liliaceae,Paris verticillata,Paris,CB
°×¶ú²Ë,Parnassia foliosa,8,9,9,9,Saxifragaceae,Parnassia foliosa,Parnassia,CB
ÒøÂÆÃ·,Parrotia subaequalis,5,6,6,8,Hamamelidaceae,Parrotia subaequalis,Parrotia,WD
ÒìÒ¶µØ½õ,Parthenocissus dalzielii,5,7,7,11,Vitaceae,Parthenocissus dalzielii,Parthenocissus,WD
ÂÌÒ¶µØ½õ,Parthenocissus laetevirens,7,8,9,11,Vitaceae,Parthenocissus laetevirens,Parthenocissus,WD
ÈıÒ¶µØ½õ,Parthenocissus semicordata,5,7,9,10,Vitaceae,Parthenocissus semicordata,Parthenocissus,WD
µØ½õ,Parthenocissus tricuspidata,5,8,9,10,Vitaceae,Euphorbia humifusa,Euphorbia,CB
µØ½õ,Parthenocissus tricuspidata,5,8,9,10,Vitaceae,Parthenocissus tricuspidata,Parthenocissus,WD
Ë«ËëÈ¸°Ş,Paspalum distichum,5,9,5,9,Poaceae,Paspalum distichum,Paspalum,CB
Ô²¹ûÈ¸°Ş,Paspalum scrobiculatum var. orbiculare,6,11,6,11,Poaceae,Paspalum scrobiculatum var. orbiculare,Paspalum,CB
È¸°Ş,Paspalum thunbergii,5,10,5,10,Poaceae,Paspalum thunbergii,Paspalum,CB
ÒìÒ¶°Ü½´,Patrinia heterophylla,7,9,8,10,Valerianaceae,Patrinia heterophylla,Patrinia,CB
ÉÙÈï°Ü½´,Patrinia monandra,8,9,9,10,Valerianaceae,Patrinia monandra,Patrinia,CB
°ß»¨°Ü½´,Patrinia punctiflora,7,10,8,10,Valerianaceae,Patrinia punctiflora,Patrinia,CB
°Ü½´,Patrinia scabiosifolia,NA,NA,NA,NA,Valerianaceae,Patrinia scabiosifolia,Patrinia,CB
°×»¨°Ü½´,Patrinia villosa,8,10,9,11,Valerianaceae,Patrinia villosa,Patrinia,CB
é±Ò¶ÅİÍ©,Paulownia catalpifolia,4,4,7,8,Scrophulariaceae,Paulownia catalpifolia,Paulownia,WD
À¼¿¼ÅİÍ©,Paulownia elongata,4,5,NA,NA,Scrophulariaceae,Paulownia elongata,Paulownia,WD
°×»¨ÅİÍ©,Paulownia fortunei,3,4,7,8,Scrophulariaceae,Paulownia fortunei,Paulownia,WD
Ì¨ÍåÅİÍ©,Paulownia kawakamii,4,5,8,9,Scrophulariaceae,Paulownia kawakamii,Paulownia,WD
Ã«ÅİÍ©,Paulownia tomentosa,4,5,8,9,Scrophulariaceae,Paulownia tomentosa,Paulownia,WD
·µ¹ËÂíÏÈİï,Pedicularis resupinata,6,8,7,9,Scrophulariaceae,Pedicularis resupinata,Pedicularis,CB
¶ÌÒ¶³à³µ,Pellionia brevifolia,5,7,NA,NA,Urticaceae,Pellionia brevifolia,Pellionia,CB
³à³µ,Pellionia radicans,5,10,NA,NA,Urticaceae,Pellionia radicans,Pellionia,CB
Âû³à³µ,Pellionia scabra,3,6,NA,NA,Urticaceae,Pellionia scabra,Pellionia,WD
ÀÇÎ²²İ,Pennisetum alopecuroides,NA,NA,NA,NA,Poaceae,Pennisetum alopecuroides,Pennisetum,CB
Óù¹È,Pennisetum glaucum,9,10,9,10,Poaceae,Pennisetum glaucum,Pennisetum,CB
³¶¸ù²Ë,Penthorum chinense,7,10,7,10,Saxifragaceae,Penthorum chinense,Penthorum,CB
´ü¹û²İ,Peracarpa carnosa,3,5,4,11,Campanulaceae,Peracarpa carnosa,Peracarpa,CB
»Ø»ØËÕ,Perilla frutescens var. crispa,NA,NA,NA,NA,Lamiaceae,Perilla frutescens var. crispa,Perilla,CB
¸ÜÁø,Periploca sepium,5,6,7,9,Asclepiadaceae,Periploca sepium,Periploca,WD
¹ÛÒô²İ,Peristrophe bivalvis,NA,NA,NA,NA,Acanthaceae,Peristrophe bivalvis,Peristrophe,CB
¾ÅÍ·Ê¨×Ó²İ,Peristrophe japonica,NA,NA,NA,NA,Acanthaceae,Peristrophe japonica,Peristrophe,CB
º£ÄÏ²ÛÁÑÄ¾,Pertusadina hainanensis,6,7,NA,NA,Rubiaceae,Pertusadina hainanensis,Pertusadina,WD
ĞÄÒ¶Öã¾Õ,Pertya cordifolia,9,10,NA,NA,Asteraceae,Pertya cordifolia,Pertya,WD
·ä¶·²Ë,Petasites japonicus,4,5,6,6,Asteraceae,Petasites japonicus,Petasites,CB
±õº£Ç°ºú,Peucedanum japonicum,6,7,8,9,Apiaceae,Peucedanum japonicum,Peucedanum,CB
»ªÖĞÇ°ºú,Peucedanum medicum,7,9,10,11,Apiaceae,Peucedanum medicum,Peucedanum,CB
Ç°ºú,Peucedanum praeruptorum,8,9,10,11,Apiaceae,Peucedanum praeruptorum,Peucedanum,CB
Ê¯·À·ç,Peucedanum terebinthaceum,7,9,9,10,Apiaceae,Peucedanum terebinthaceum,Peucedanum,CB
Ì©É½Ç°ºú,Peucedanum wawrae,8,10,9,11,Apiaceae,Peucedanum wawrae,Peucedanum,CB
»ÆÍ²»¨,Phacellanthus tubiflorus,5,7,7,8,Orobanchaceae,Phacellanthus tubiflorus,Phacellanthus,CB
ÏÔ×Ó²İ,Phaenosperma globosa,5,9,5,9,Poaceae,Phaenosperma globosa,Phaenosperma,CB
Ìˆ²İ,Phalaris arundinacea,6,8,6,8,Poaceae,Phalaris arundinacea,Phalaris,CB
»Æ²Ë,Phedimus aizoon,NA,NA,NA,NA,Crassulaceae,Phedimus aizoon,Phedimus,CB
¿íÒ¶·Ñ²Ë,Phedimus aizoon var. latifolius,NA,NA,NA,NA,Crassulaceae,Phedimus aizoon var. latifolius,Phedimus,CB
»ÆéŞ,Phellodendron amurense,5,6,9,10,Rutaceae,Phellodendron amurense,Phellodendron,WD
ÍºÒ¶»ÆéŞ,Phellodendron chinense,5,6,9,11,Rutaceae,Phellodendron chinense,Phellodendron,WD
ÍºÒ¶»ÆéŞ,Phellodendron chinense var. glabriusculum,NA,NA,NA,NA,Rutaceae,Phellodendron chinense,Phellodendron,WD
É½Ã·»¨,Philadelphus incanus,5,6,7,8,Saxifragaceae,Philadelphus incanus,Philadelphus,WD
Êè»¨É½Ã·»¨,Philadelphus laxiflorus,5,6,8,8,Saxifragaceae,Philadelphus laxiflorus,Philadelphus,WD
Ì«Æ½»¨,Philadelphus pekinensis,5,7,8,10,Saxifragaceae,Philadelphus pekinensis,Philadelphus,WD
¾îÃ«É½Ã·»¨,Philadelphus sericanthus,5,6,8,9,Saxifragaceae,Philadelphus sericanthus,Philadelphus,WD
êôÁëÉ½Ã·»¨,Philadelphus sericanthus var. kulingensis,6,6,NA,NA,Saxifragaceae,Philadelphus sericanthus var. kulingensis,Philadelphus,WD
Ã«ÖùÉ½Ã·»¨,Philadelphus subcanus,6,7,8,10,Saxifragaceae,Philadelphus subcanus,Philadelphus,WD
Õã½­É½Ã·»¨,Philadelphus zhejiangensis,5,6,7,11,Saxifragaceae,Philadelphus zhejiangensis,Philadelphus,WD
¹íÀ¯Öò,Phleum paniculatum,4,8,4,8,Poaceae,Phleum paniculatum,Phleum,CB
¼â³İ²ÚËÕ,Phlomis dentosa,5,10,9,10,Lamiaceae,Phlomis dentosa,Phlomis,CB
²ÚËÕ,Phlomis umbrosa,6,9,9,9,Lamiaceae,Phlomis umbrosa,Phlomis,CB
²ÚËÕÄÏ·½±äÖÖ,Phlomis umbrosa var. australis,NA,NA,NA,NA,Lamiaceae,Phlomis umbrosa var. australis,Phlomis,CB
²ÚËÕÂÑ³İ±äÖÖ,Phlomis umbrosa var. ovalifolia,NA,NA,NA,NA,Lamiaceae,Phlomis umbrosa var. ovalifolia,Phlomis,CB
Õã½­éª,Phoebe chekiangensis,4,5,9,10,Lauraceae,Phoebe chekiangensis,Phoebe,WD
Ì¨éª,Phoebe formosana,5,5,10,10,Lauraceae,Phoebe formosana,Phoebe,WD
Ïæéª,Phoebe hunanensis,5,6,8,9,Lauraceae,Phoebe hunanensis,Phoebe,WD
°×éª,Phoebe neurantha,5,5,8,10,Lauraceae,Phoebe neurantha,Phoebe,WD
×Ïéª,Phoebe sheareri,4,5,9,10,Lauraceae,Phoebe sheareri,Phoebe,WD
ÖĞ»ªÊ¯éª,Photinia beauverdiana,5,5,7,8,Rosaceae,Photinia beauverdiana,Photinia,WD
¶ÌÒ¶ÖĞ»ªÊ¯éª,Photinia beauverdiana var. brevifolia,NA,NA,NA,NA,Rosaceae,Photinia beauverdiana var. brevifolia,Photinia,WD
ÃöÔÁÊ¯éª,Photinia benthamiana,4,5,7,8,Rosaceae,Photinia benthamiana,Photinia,WD
¹óÖİÊ¯éª,Photinia bodinieri,5,5,NA,NA,Rosaceae,Photinia bodinieri,Photinia,WD
¸£½¨Ê¯éª,Photinia fokienensis,5,5,NA,NA,Rosaceae,Photinia fokienensis,Photinia,WD
¹âÒ¶Ê¯éª,Photinia glabra,4,5,9,10,Rosaceae,Photinia glabra,Photinia,WD
ºÖÃ«Ê¯éª,Photinia hirsuta,4,5,9,9,Rosaceae,Photinia hirsuta,Photinia,WD
È«ÔµÊ¯éª,Photinia integrifolia,5,6,10,10,Rosaceae,Photinia integrifolia,Photinia,WD
Ğ¡Ò¶Ê¯éª,Photinia parvifolia,4,5,7,8,Rosaceae,Photinia parvifolia,Photinia,WD
ÈŞÃ«Ê¯éª,Photinia schneideriana,5,5,10,10,Rosaceae,Photinia schneideriana,Photinia,WD
Ê¯éª,Photinia serratifolia,4,5,10,10,Rosaceae,Photinia serratifolia,Photinia,WD
Ã«Ò¶Ê¯éª,Photinia villosa,4,4,8,9,Rosaceae,Photinia villosa,Photinia,WD
¹âİàÊ¯éª,Photinia villosa var. glabricalcyina,NA,NA,NA,NA,Rosaceae,Photinia villosa var. glabricalcyina,Photinia,WD
Â®É½Ê¯éª,Photinia villosa var. sinica,NA,NA,NA,NA,Rosaceae,Photinia villosa var. sinica,Photinia,WD
Õã½­Ê¯éª,Photinia zhejiangensis,NA,NA,NA,NA,Rosaceae,Photinia zhejiangensis,Photinia,WD
Â«Î­,Phragmites australis,NA,NA,NA,NA,Poaceae,Phragmites australis,Phragmites,CB
±±ÃÀÍ¸¹Ç²İ,Phryma leptostachya,6,10,8,12,Phrymaceae,NA,NA,NA
Í¸¹Ç²İ,Phryma leptostachya subsp. asiatica,6,10,8,12,Phrymaceae,Phryma leptostachya subsp. asiatica,Phryma,CB
ËÉİï,Phtheirospermum japonicum,6,10,6,10,Scrophulariaceae,Phtheirospermum japonicum,Phtheirospermum,CB
Õã½­Ò¶ÏÂÖé,Phyllanthus chekiangensis,4,8,7,10,Euphorbiaceae,Phyllanthus chekiangensis,Phyllanthus,WD
ÂäİàÒ¶ÏÂÖé,Phyllanthus flexuosus,4,5,6,9,Euphorbiaceae,Phyllanthus flexuosus,Phyllanthus,WD
Çà»ÒÒ¶ÏÂÖé,Phyllanthus glaucus,4,7,7,10,Euphorbiaceae,Phyllanthus glaucus,Phyllanthus,WD
Ğ¡¹ûÒ¶ÏÂÖé,Phyllanthus reticulatus,3,6,6,10,Euphorbiaceae,Phyllanthus reticulatus,Phyllanthus,WD
Ò¶ÏÂÖé,Phyllanthus urinaria,4,6,7,11,Euphorbiaceae,Phyllanthus urinaria,Phyllanthus,CB
ÃÛ¸Ê²İ,Phyllanthus ussuriensis,4,7,7,10,Euphorbiaceae,Phyllanthus ussuriensis,Phyllanthus,CB
»ÆÖé×Ó²İ,Phyllanthus virgatus,4,5,6,11,Euphorbiaceae,Phyllanthus virgatus,Phyllanthus,CB
¼âÍ·ÇàÖñ,Phyllostachys acuta,4,5,NA,NA,Poaceae,Phyllostachys acuta,Phyllostachys,WD
»Æ¹ÅÖñ,Phyllostachys angusta,NA,NA,NA,NA,Poaceae,Phyllostachys angusta,Phyllostachys,WD
Ê¯ÂÌÖñ,Phyllostachys arcana,NA,NA,NA,NA,Poaceae,Phyllostachys arcana,Phyllostachys,WD
ÈËÃæÖñ,Phyllostachys aurea,NA,NA,NA,NA,Poaceae,Phyllostachys aurea,Phyllostachys,WD
¹ğÖñ,Phyllostachys bambusoides,NA,NA,NA,NA,Poaceae,Phyllostachys reticulata,Phyllostachys,WD
°ßÖñ,Phyllostachys bambusoides f. lacrima-deae,NA,NA,NA,NA,Poaceae,Phyllostachys bambusoides f. lacrima-deae,Phyllostachys,WD
Çú¸ÑÖñ,Phyllostachys flexuosa,NA,NA,NA,NA,Poaceae,Phyllostachys flexuosa,Phyllostachys,WD
µ­Öñ,Phyllostachys glauca,NA,NA,NA,NA,Poaceae,Phyllostachys glauca,Phyllostachys,WD
Ë®Öñ,Phyllostachys heteroclada,NA,NA,NA,NA,Poaceae,Phyllostachys heteroclada,Phyllostachys,WD
ÊµĞÄÖñ,Phyllostachys heteroclada f. solida,NA,NA,NA,NA,Poaceae,Phyllostachys heteroclada f. solida,Phyllostachys,WD
ºì²¸¼¦Öñ,Phyllostachys iridescens,NA,NA,NA,NA,Poaceae,Phyllostachys iridescens,Phyllostachys,WD
Ì¨Íå¹ğÖñ,Phyllostachys makinoi,NA,NA,NA,NA,Poaceae,Phyllostachys makinoi,Phyllostachys,WD
ÃÀÖñ,Phyllostachys mannii,NA,NA,NA,NA,Poaceae,Phyllostachys mannii,Phyllostachys,WD
Ã«»·Öñ,Phyllostachys meyeri,NA,NA,NA,NA,Poaceae,Phyllostachys meyeri,Phyllostachys,WD
óóÖñ,Phyllostachys nidularia,NA,NA,NA,NA,Poaceae,Phyllostachys nidularia,Phyllostachys,WD
×ÏÖñ,Phyllostachys nigra,NA,NA,NA,NA,Poaceae,Phyllostachys nigra,Phyllostachys,WD
Ã«½ğÖñ,Phyllostachys nigra var. henonis,NA,NA,NA,NA,Poaceae,Phyllostachys nigra var. henonis,Phyllostachys,WD
»ÒÖñ,Phyllostachys nuda,NA,NA,NA,NA,Poaceae,Phyllostachys nuda,Phyllostachys,WD
°²¼ª½ğÖñ,Phyllostachys parvifolia,NA,NA,NA,NA,Poaceae,Phyllostachys parvifolia,Phyllostachys,WD
»ÒË®Öñ,Phyllostachys platyglossa,NA,NA,NA,NA,Poaceae,Phyllostachys platyglossa,Phyllostachys,WD
¸ß½ÚÖñ,Phyllostachys prominens,NA,NA,NA,NA,Poaceae,Phyllostachys prominens,Phyllostachys,WD
ÔçÔ°Öñ,Phyllostachys propinqua,NA,NA,NA,NA,Poaceae,Phyllostachys propinqua,Phyllostachys,WD
ºÓÖñ,Phyllostachys rivalis,NA,NA,NA,NA,Poaceae,Phyllostachys rivalis,Phyllostachys,WD
ºìºóÖñ,Phyllostachys rubicunda,5,5,NA,NA,Poaceae,Phyllostachys rubicunda,Phyllostachys,WD
ºì±ßÖñ,Phyllostachys rubromarginata,NA,NA,NA,NA,Poaceae,Phyllostachys rubromarginata,Phyllostachys,WD
ÂşÖñ,Phyllostachys stimulosa,NA,NA,NA,NA,Poaceae,Phyllostachys stimulosa,Phyllostachys,WD
½ğÖñ,Phyllostachys sulphurea,NA,NA,NA,NA,Poaceae,Phyllostachys sulphurea,Phyllostachys,WD
¸ÕÖñ,Phyllostachys sulphurea var. viridis,NA,NA,NA,NA,Poaceae,Phyllostachys sulphurea var. viridis,Phyllostachys,WD
ÎÚÖñ,Phyllostachys varioauriculata,NA,NA,NA,NA,Poaceae,Phyllostachys varioauriculata,Phyllostachys,WD
ÔçÖñ,Phyllostachys violascens,NA,NA,NA,NA,Poaceae,Phyllostachys violascens,Phyllostachys,WD
