scientific name,Chinese name,genus name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Spiraea thunbergii,ÕäÖéĞåÏß¾Õ,NA,Rosaceae,4,5,6,7,WD
Spiraea trichocarpa,Ã«¹ûĞåÏß¾Õ,NA,Rosaceae,5,6,7,9,WD
Spiraea trilobata,ÈıÁÑĞåÏß¾Õ,NA,Rosaceae,5,6,7,8,WD
Spiranthes sinensis,ç·²İ,Spiranthes,Orchidaceae,6,8,8,9,CB
Spirodela polyrrhiza,×ÏÆ¼,NA,Lemnaceae,7,8,7,9,CB
Spodiopogon sibiricus,´óÓÍÃ¢,Spodiopogon,Poaceae,9,11,9,11,CB
Stachys chinensis,»ªË®ËÕ,Stachys,Lamiaceae,6,7,7,10,CB
Stachys japonica,Ë®ËÕ,NA,Lamiaceae,5,7,8,9,CB
Staphylea bumalda,Ê¡¹ÁÓÍ,NA,Staphyleaceae,5,5,8,9,WD
Stellaria dichotoma,²æÆç·±ÂÆ,Stellaria,Caryophyllaceae,5,6,7,8,CB
Stellaria dichotoma var. lanceolata,Òø²ñºú,NA,Caryophyllaceae,6,7,7,8,CB
Stellaria discolor,·­°×·±ÂÆ,Stellaria,Caryophyllaceae,6,7,7,8,CB
Stellaria filicaulis,Ï¸Ò¶·±ÂÆ,Stellaria,Caryophyllaceae,5,7,6,8,CB
Stellaria longifolia,³¤Ò¶·±ÂÆ,Stellaria,Caryophyllaceae,6,7,7,8,CB
Stellaria palustris,ÕÓÉú·±ÂÆ,Stellaria,Caryophyllaceae,6,7,7,9,CB
Stellaria radians,ÀZ°ê·±ÂÆ,Stellaria,Caryophyllaceae,6,9,7,7,CB
Stellera chamaejasme,ÀÇ¶¾,Stellera,Thymelaeaceae,6,7,7,9,CB
Stemmacantha uniflora,Â©Â«,NA,Asteraceae,NA,NA,NA,NA,CB
Stenosolenium saxatile,×ÏÍ²²İ,NA,Boraginaceae,6,7,6,7,CB
Stephanandra incisa,ÉîÁÑÒ°ÖéÀ¼,Stephanandra,Rosaceae,6,7,8,9,WD
Stevenia cheiranthoides,ÊïÄÏ½æ,Stevenia,Brassicaceae,5,7,6,8,CB
Stipa baicalensis,ÀÇÕë²İ,Stipa,Poaceae,5,8,5,8,CB
Stipa bungeana,³¤Ã¢²İ,Stipa,Poaceae,5,7,5,8,CB
Stipa grandis,´óÕëÃ©,Stipa,Poaceae,5,7,5,8,CB
Streptolirion volubile,ÖñÒ¶×Ó,Streptolirion,Commelinaceae,7,9,7,9,CB
Streptopus koreanus,Ë¿¹£Å¤±ú»¨,Streptopus,Liliaceae,5,5,7,8,CB
Streptopus ovalis,ÂÑÒ¶Å¤±ú»¨,Streptopus,Liliaceae,5,5,8,8,CB
Styrax obassis,ÓñÁå»¨,NA,Styracaceae,5,6,8,8,WD
Suaeda corniculata,½Ç¹û¼îÅî,Suaeda,Chenopodiaceae,8,9,8,9,CB
Suaeda glauca,¼îÅî,Suaeda,Chenopodiaceae,7,8,9,9,CB
Suaeda salsa,ÑÎµØ¼îÅî,NA,Chenopodiaceae,7,10,7,10,CB
Swertia dichotoma,ÆçÉ¡â¯ÑÀ²Ë,Swertia,Gentianaceae,5,7,5,7,CB
Swertia diluta,±±·½â¯ÑÀ²Ë,Swertia,Gentianaceae,8,9,9,10,CB
Swertia pseudochinensis,ÁöÃ«â¯ÑÀ²Ë,Swertia,Gentianaceae,9,10,10,10,CB
Symplocos paniculata,°×Ì´,Symplocos,Symplocaceae,5,5,8,8,WD
Syneilesis aconitifolia,ÍÃ¶ùÉ¡,Syneilesis,Asteraceae,7,8,8,9,CB
Synurus deltoides,É½Å£İò,Synurus,Asteraceae,6,10,6,10,CB
Syringa meyeri var. spontanea,Ğ¡Ò¶À¶¶¡Ïã,NA,Oleaceae,5,5,9,10,WD
Syringa oblata subsp. dilatata,³¯Ñô¶¡Ïã,NA,Oleaceae,5,6,9,9,WD
Syringa pubescens,ÇÉÁá»¨,Syringa,Oleaceae,5,6,6,8,WD
Syringa pubescens subsp. microphylla,Ğ¡Ò¶ÇÉÁá»¨,NA,Oleaceae,NA,NA,7,10,WD
Syringa pubescens subsp. patula,¹Ø¶«ÇÉÁá»¨,NA,Oleaceae,5,7,8,10,WD
Syringa reticulata subsp. amurensis,±©Âí¶¡Ïã,NA,Oleaceae,6,7,8,10,WD
Syringa reticulata subsp. pekinensis,±±¾©¶¡Ïã,NA,Oleaceae,5,8,8,10,WD
Syringa villosa,ºì¶¡Ïã,NA,Oleaceae,5,6,9,9,WD
Syringa wolfii,ÁÉ¶«¶¡Ïã,Syringa,Oleaceae,6,6,8,8,WD
Tamarix chinensis,èßÁø,NA,Tamaricaceae,3,8,NA,NA,WD
Taraxacum asiaticum,ÑÇÖŞÆÑ¹«Ó¢,Taraxacum,Asteraceae,5,7,5,7,CB
Taraxacum borealisinense,»ªÆÑ¹«Ó¢,Taraxacum,Asteraceae,6,8,6,8,CB
Taraxacum brassicaefolium,½æÒ¶ÆÑ¹«Ó¢,Taraxacum,Asteraceae,4,6,4,6,CB
Taraxacum coreanum,³¯ÏÊÆÑ¹«Ó¢,Taraxacum,Asteraceae,5,6,5,6,CB
Taraxacum heterolepis,Òì°úÆÑ¹«Ó¢,Taraxacum,Asteraceae,4,6,4,6,CB
Taraxacum lamprolepis,¹â°úÆÑ¹«Ó¢,Taraxacum,Asteraceae,5,7,5,7,CB
Taraxacum mongolicum,ÆÑ¹«Ó¢,NA,Asteraceae,5,7,5,7,CB
Taraxacum ohwianum,¶«±±ÆÑ¹«Ó¢,Taraxacum,Asteraceae,4,5,4,5,CB
Taraxacum platypecidum,°×ÔµÆÑ¹«Ó¢,Taraxacum,Asteraceae,5,6,5,6,CB
Taraxacum variegatum,°ßÒ¶ÆÑ¹«Ó¢,Taraxacum,Asteraceae,4,6,4,6,CB
Tephroseris flammea,ºìÂÖ¹·Éà²İ,Tephroseris,Asteraceae,7,8,NA,NA,CB
Tephroseris kirilowii,¹·Éà²İ,Tephroseris,Asteraceae,2,8,NA,NA,CB
Tephroseris palustris,ÊªÉú¹·Éà²İ,Tephroseris,Asteraceae,6,8,NA,NA,CB
Tephroseris phaeantha,³¤°×¹·Éà²İ,NA,Asteraceae,NA,NA,NA,NA,CB
Tephroseris pierotii,½­Õã¹·Éà²İ,NA,Asteraceae,NA,NA,NA,NA,CB
Tephroseris subdentata,¼â³İ¹·Éà²İ,Tephroseris,Asteraceae,6,7,NA,NA,CB
Tetradium daniellii,³ôÌ´ÎâİÇ,Tetradium,Rutaceae,6,8,8,11,WD
Teucrium ussuriense,ºÚÁú½­Ïã¿Æ¿Æ,Teucrium,Lamiaceae,7,7,9,9,CB
Teucrium veronicoides,ÁÑ°úÏã¿Æ¿Æ,Teucrium,Lamiaceae,7,7,NA,NA,CB
Thalictrum aquilegiifolium var. sibiricum,ÌÆËÉ²İ,NA,Ranunculaceae,7,7,NA,NA,CB
Thalictrum foeniculaceum,Ë¿Ò¶ÌÆËÉ²İ,Thalictrum,Ranunculaceae,6,6,7,7,CB
Thalictrum ichangense,¶ÜÒ¶ÌÆËÉ²İ,NA,Ranunculaceae,5,7,NA,NA,CB
Thalictrum ichangense var. coreanum,³¯ÏÊÌÆËÉ²İ,NA,Ranunculaceae,NA,NA,NA,NA,CB
Thalictrum minus,ÑÇÅ·ÌÆËÉ²İ,Thalictrum,Ranunculaceae,6,7,NA,NA,CB
Thalictrum minus var. hypoleucum,¶«ÑÇÌÆËÉ²İ,NA,Ranunculaceae,6,7,NA,NA,CB
Thalictrum petaloideum,°êÈïÌÆËÉ²İ,Thalictrum,Ranunculaceae,6,7,8,8,CB
Thalictrum petaloideum var. supradecompositum,ÏÁÁÑ°êÈïÌÆËÉ²İ,NA,Ranunculaceae,6,7,NA,NA,CB
Thalictrum simplex,¼ıÍ·ÌÆËÉ²İ,Thalictrum,Ranunculaceae,7,8,9,9,CB
Thalictrum simplex var. brevipes,¶Ì¹£¼ıÍ·ÌÆËÉ²İ,NA,Ranunculaceae,NA,NA,NA,NA,CB
Thalictrum squarrosum,Õ¹Ö¦ÌÆËÉ²İ,NA,Ranunculaceae,7,8,9,10,CB
Thalictrum tuberiferum,ÉîÉ½ÌÆËÉ²İ,Thalictrum,Ranunculaceae,6,7,8,9,CB
Thermopsis lanceolata,ÅûÕëÒ¶»Æ»¨,Thermopsis,Fabaceae,5,7,7,10,CB
Thermopsis lupinoides,Ò°¾öÃ÷,Thermopsis,Fabaceae,5,8,NA,NA,CB
Thesium chinense,°ÙÈï²İ,Thesium,Santalaceae,5,6,6,7,CB
Thesium chinense var. longipedunculatum,³¤¹£°ÙÈï²İ,NA,Santalaceae,NA,NA,NA,NA,CB
Thesium longifolium,³¤Ò¶°ÙÈï²İ,Thesium,Santalaceae,5,5,6,7,CB
Thesium refractum,¼±ÕÛ°ÙÈï²İ,NA,Santalaceae,6,6,7,7,CB
Thladiantha dubia,³à,Thladiantha,Cucurbitaceae,7,8,9,9,CB
Thlaspi cochleariforme,É½İ¾Éq,NA,Brassicaceae,NA,NA,NA,NA,CB
Thymus disjunctus,³¤³İ°×ÀïÏã,NA,Lamiaceae,NA,NA,NA,NA,WD
Thymus quinquecostatus,µØ½·,Thymus,Lamiaceae,8,8,NA,NA,WD
Tilia amurensis,×Ïé²,Tilia,Tiliaceae,6,7,9,9,WD
Tilia amurensis var. taquetii,Ğ¡Ò¶×Ïé²,NA,Tiliaceae,NA,NA,NA,NA,WD
Tilia mandshurica,¿·é²,Tilia,Tiliaceae,7,7,9,9,WD
Tilia mandshurica var. ovalis,ÂÑ¹û¿·é²,NA,Tiliaceae,NA,NA,NA,NA,WD
Tilia mandshurica var. tuberculata,Áö¹û¿·é²,NA,Tiliaceae,NA,NA,NA,NA,WD
Tilia mandshurica var. tuberculata,ÃÉé²,NA,Tiliaceae,NA,NA,NA,NA,WD
Toona sinensis,Ïã´»,NA,Meliaceae,6,6,10,10,WD
Torilis japonica,Ğ¡ÇÔÒÂ,Torilis,Apiaceae,7,8,8,9,CB
Tournefortia sibirica,Î÷²®ÀûÑÇ×Ïµ¤,NA,Boraginaceae,5,5,7,7,CB
Tournefortia sibirica var. angustior,Ï¸Ò¶Î÷²®ÀûÑÇ×Ïµ¤,NA,Boraginaceae,NA,NA,NA,NA,CB
Toxicodendron vernicifluum,Æá,NA,Anacardiaceae,5,6,7,10,WD
Tragopogon orientalis,»Æ»¨ÆÅÂŞÃÅ²Î,Tragopogon,Asteraceae,5,6,6,6,CB
Tragus berteronianus,Ê­×Ó²İ,NA,Poaceae,7,9,7,9,CB
Trapa incisa,Ï¸¹ûÒ°Áâ,NA,Trapaceae,5,10,7,11,CB
Trapa natans,Å·Áâ,NA,Trapaceae,5,10,7,11,CB
Trapella sinensis,²èÂó,NA,Pedaliaceae,7,9,7,9,CB
Tribulus terrestris,İğŞ¼,NA,Zygophyllaceae,6,8,7,9,CB
Trichosanthes kirilowii,èéÂ¥,NA,Cucurbitaceae,7,8,9,10,CB
Tricyrtis pilosa,»Æ»¨ÓÍµã²İ,NA,Liliaceae,7,9,7,9,CB
Trientalis europaea,Æß°êÁ«,Trientalis,Primulaceae,5,6,7,7,CB
Trifolium lupinaster,Ò°»ğÇò,Trifolium,Fabaceae,6,10,6,10,CB
Triglochin palustre,Ë®Âó¶¬,NA,Potamogetonaceae,6,6,8,9,CB
Trigonotis peduncularis,¸½µØ²Ë,NA,Boraginaceae,5,7,5,7,CB
Trigonotis peduncularis var. amblyosepala,¶Ûİà¸½µØ²Ë,NA,Boraginaceae,NA,NA,NA,NA,CB
Trigonotis radicans,±±¸½µØ²Ë,Trigonotis,Boraginaceae,6,8,7,9,CB
Triosteum sinuatum,Ò¸»¨Üğ×ÓË‘,NA,Caprifoliaceae,5,6,8,10,CB
Tripleurospermum limosum,ÈıÀß¹û,Tripleurospermum,Asteraceae,6,7,7,8,CB
Tripleurospermum tetragonospermum,¶«±±ÈıÀß¹û,NA,Asteraceae,6,7,7,9,CB
Tripogon chinensis,ÖĞ»ª²İÉ³²Ï,Tripogon,Poaceae,7,8,7,8,CB
Tripolium vulgare,¼îİÒ,Tripolium,Asteraceae,8,12,8,12,CB
Tripterygium wilfordii,À×¹«ÌÙ,Tripterygium,Celastraceae,5,10,8,11,WD
Trollius chinensis,½ğÁ«»¨,Trollius,Ranunculaceae,6,7,8,9,CB
Trollius japonicus,³¤°×½ğÁ«»¨,NA,Ranunculaceae,7,8,8,9,CB
Trollius macropetalus,³¤°ê½ğÁ«»¨,NA,Ranunculaceae,7,7,8,9,CB
Tulipa edulis,ÀÏÑ»°ê,NA,Liliaceae,4,5,4,5,CB
Tulotis fuscescens,òßòÑÀ¼,NA,Orchidaceae,NA,NA,NA,NA,CB
Tulotis ussuriensis,Ğ¡»¨òßòÑÀ¼,NA,Orchidaceae,NA,NA,NA,NA,CB
Turczaninovia fastigiata,Å®İÒ,NA,Asteraceae,NA,NA,NA,NA,CB
Turritis glabra,Æì¸Ë½æ,Turritis,Brassicaceae,4,5,5,8,CB
Typha angustata,³¤°úÏãÆÑ,NA,Typhaceae,6,6,8,8,CB
Typha angustifolia,Ë®Öò,NA,Typhaceae,6,6,7,8,CB
Typha davidiana,´ïÏãÆÑ,NA,Typhaceae,5,8,5,8,CB
Typha latifolia,¿íÒ¶ÏãÆÑ,NA,Typhaceae,5,6,8,9,CB
Typha laxmannii,ÎŞ°úÏãÆÑ,NA,Typhaceae,6,9,6,9,CB
Typha minima,Ğ¡ÏãÆÑ,NA,Typhaceae,5,5,6,6,CB
Typha orientalis,ÏãÆÑ,NA,Typhaceae,7,7,8,9,CB
Typhonium giganteum,¶À½ÇÁ«,NA,Araceae,6,8,8,9,CB
Ulmus davidiana,ºÚÓÜ,Ulmus,Ulmaceae,4,5,4,5,WD
Ulmus davidiana var. japonica,´ºÓÜ,NA,Ulmaceae,4,5,4,5,WD
Ulmus glaucescens,ºµÓÜ,Ulmus,Ulmaceae,3,5,3,5,WD
Ulmus laciniata,ÁÑÒ¶ÓÜ,NA,Ulmaceae,4,5,4,5,WD
Ulmus macrocarpa,´ó¹ûÓÜ,Ulmus,Ulmaceae,4,5,4,5,WD
Ulmus parvifolia,ÀÆÓÜ,NA,Ulmaceae,9,10,9,10,WD
Ulmus pumila,ÓÜÊ÷,NA,Ulmaceae,4,5,4,5,WD
Urtica angustifolia,ÏÁÒ¶İ¡Âé,Urtica,Urticaceae,7,8,8,9,CB
Urtica cannabina,ÂéÒ¶İ¡Âé,Urtica,Urticaceae,7,8,8,9,CB
Urtica laetevirens,¿íÒ¶İ¡Âé,Urtica,Urticaceae,7,8,8,9,CB
Urtica laetevirens subsp. cyanescens,ÎÚËÕÀïİ¡Âé,NA,Urticaceae,7,8,8,9,CB
Urtica urens,Å·İ¡Âé,Urtica,Urticaceae,5,7,6,8,CB
Utricularia vulgaris,ÀêÔå,NA,Lentibulariaceae,6,9,7,9,CB
Utricularia vulgaris subsp. macrorhiza,Íä¾àÀêÔå,NA,Lentibulariaceae,NA,NA,NA,NA,CB
Vaccinium hirtum,ÈÕ±¾Ô½½Û,NA,Ericaceae,NA,NA,NA,NA,WD
Vaccinium koreanum,ºì¹ûÔ½½Û,NA,Ericaceae,5,5,9,9,WD
Vaccinium uliginosum,óÆË¹Ô½½Û,Vaccinium,Ericaceae,6,6,7,7,WD
Valeriana amurensis,ºÚË®çÓ²İ,Valeriana,Valerianaceae,6,7,7,8,CB
Veratrum maackii,Ã«ËëŞ¼Â«,Veratrum,Liliaceae,6,7,8,9,CB
Veratrum maackii f. macranthum,´ó»¨Ş¼Â«,NA,Liliaceae,NA,NA,NA,NA,CB
Veratrum maackii f. viridiflorum,ÂÌ»¨Ş¼Â«,NA,Liliaceae,NA,NA,NA,NA,CB
Veratrum nigrum,Ş¼Â«,Veratrum,Liliaceae,7,8,8,9,CB
Veratrum oxysepalum,¼â±»Ş¼Â«,Veratrum,Liliaceae,7,8,8,9,CB
Veronica anagallis-aquatica,±±Ë®¿àİ¤,NA,Scrophulariaceae,6,9,6,10,CB
Veronica anagalloides,³¤¹ûË®¿àİ¤,NA,Scrophulariaceae,6,7,7,8,CB
Veronica chamaedrys,Ê¯²ÏÒ¶ÆÅÆÅÄÉ,Veronica,Scrophulariaceae,5,5,NA,NA,CB
Veronicastrum sibiricum,²İ±¾ÍşÁéÏÉ,Veronicastrum,Scrophulariaceae,7,7,8,9,CB
Veronicastrum tubiflorum,¹Ü»¨¸¹Ë®²İ,Veronicastrum,Scrophulariaceae,6,7,8,9,CB
Viburnum burejaeticum,ĞŞÖ¦¼ÔÉo,Viburnum,Caprifoliaceae,5,6,8,9,WD
Viburnum mongolicum,ÃÉ¹Å¼ÔÉo,Viburnum,Caprifoliaceae,5,5,9,9,WD
Viburnum opulus f. puberulum,Ã«Ò¶¼¦Ê÷Ìõ,NA,Caprifoliaceae,NA,NA,NA,NA,WD
Viburnum opulus var. sargentii,¼¦Ê÷Ìõ,NA,Caprifoliaceae,NA,NA,NA,NA,WD
Vicia amoena,É½Ò°Íã¶¹,Vicia,Fabaceae,4,6,7,10,CB
Vicia amoena var. oblongifolia,ÏÁÒ¶É½Ò°Íã¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Vicia amoena var. sericea,¾îÃ«É½Ò°Íã¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Vicia amurensis,ºÚÁú½­Ò°Íã¶¹,Vicia,Fabaceae,7,8,8,9,CB
Vicia bungei,´ó»¨Ò°Íã¶¹,Vicia,Fabaceae,5,7,6,8,CB
Vicia chianshanensis,Ç§É½Ò°Íã¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Vicia cracca,¹ã²¼Ò°Íã¶¹,Vicia,Fabaceae,6,9,9,10,CB
Vicia kulingana,êôÁëÒ°Íã¶¹,NA,Fabaceae,4,8,6,9,CB
Vicia multicaulis,¶à¾¥Ò°Íã¶¹,Vicia,Fabaceae,6,9,6,9,CB
Vicia ohwiana,Í·ĞòÍáÍ·²Ë,Vicia,Fabaceae,7,9,7,9,CB
Vicia pseudorobus,´óÒ¶Ò°Íã¶¹,Vicia,Fabaceae,7,9,8,10,CB
Vicia pseudorobus f. albiflora,°×»¨´óÒ°Íã¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Vicia ramuliflora f. abbreviata,ÁÉÒ°Íã¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Vicia unijuga,ÍáÍ·²Ë,Vicia,Fabaceae,7,8,9,10,CB
Vigna minima,ÔôĞ¡¶¹,NA,Fabaceae,8,10,8,10,CB
Viola acuminata,¼¦ÍÈİÀ²Ë,Viola,Violaceae,5,9,5,9,CB
Viola albida,³¯ÏÊİÀ²Ë,Viola,Violaceae,4,5,NA,NA,CB
Viola albida var. takahashii,¾ÕÒ¶İÀ²Ë,NA,Violaceae,5,5,6,10,CB
Viola arcuata,ÈçÒâ²İ,Viola,Violaceae,3,6,NA,NA,CB
Viola biflora,Ë«»¨İÀ²Ë,Viola,Violaceae,5,9,5,9,CB
Viola chaerophylloides,ÄÏÉ½İÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola collina,Çò¹ûİÀ²Ë,Viola,Violaceae,4,8,4,8,CB
Viola dactyloides,ÕÆÒ¶İÀ²Ë,Viola,Violaceae,5,8,5,8,CB
Viola diamantiaca,´óÒ¶İÀ²Ë,Viola,Violaceae,5,8,5,8,CB
Viola dissecta,ÁÑÒ¶İÀ²Ë,NA,Violaceae,4,9,4,9,CB
Viola dissecta var. incisa,×ÜÁÑÒ¶İÀ²Ë,NA,Violaceae,4,9,4,9,CB
Viola gmeliniana,ĞË°²İÀ²Ë,Viola,Violaceae,5,8,5,8,CB
Viola hirtipes,Ã«±úİÀ²Ë,Viola,Violaceae,4,6,5,7,CB
Viola mandshurica,¶«±±İÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola mirabilis,ÆæÒìİÀ²Ë,NA,Violaceae,5,8,5,8,CB
Viola mongolica,ÃÉ¹ÅİÀ²Ë,NA,Violaceae,4,8,4,8,CB
Viola orientalis,¶«·½İÀ²Ë,Viola,Violaceae,4,5,5,6,CB
Viola pekinensis,±±¾©İÀ²Ë,Viola,Violaceae,4,5,5,7,CB
Viola phalacrocarpa,ÜçİÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola philippica,×Ï»¨µØ¶¡,Viola,Violaceae,4,9,4,9,CB
Viola prionantha,Ôç¿ªİÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola rossii,ÁÉÄşİÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola sacchalinensis,¿âÒ¶İÀ²Ë,NA,Violaceae,4,7,6,9,CB
Viola selkirkii,ÉîÉ½İÀ²Ë,Viola,Violaceae,5,9,5,9,CB
Viola tenuicornis,Ï¸¾àİÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viola variegata,°ßÒ¶İÀ²Ë,Viola,Violaceae,4,9,4,9,CB
Viscum coloratum,éÎ¼ÄÉú,Viscum,Viscaceae,4,5,9,9,WD
Vitex negundo,»Æ¾£,Vitex,Verbenaceae,6,7,7,8,WD
Vitex negundo var. heterophylla,¾£Ìõ,NA,Verbenaceae,NA,NA,NA,NA,WD
Vitex rotundifolia,µ¥Ò¶Âû¾£,NA,Verbenaceae,7,9,9,11,WD
Vitis amurensis,É½ÆÏÌÑ,NA,Vitaceae,5,6,8,9,WD
Weigela florida,½õ´ø»¨,NA,Caprifoliaceae,5,6,6,7,WD
Xanthoceras sorbifolia,ÎÄ¹Ú¹û,NA,Sapindaceae,NA,NA,NA,NA,WD
Zannichellia palustris,½Ç¹ûÔè,NA,Najadaceae,6,9,6,9,CB
Zanthoxylum bungeanum,»¨½·,Zanthoxylum,Rutaceae,5,5,8,10,WD
Zanthoxylum schinifolium,Çà»¨½·,Zanthoxylum,Rutaceae,7,8,9,10,WD
Zanthoxylum simulans,Ò°»¨½·,NA,Rutaceae,5,6,9,9,WD
Zelkova serrata,é·Ê÷,NA,Ulmaceae,4,4,9,10,WD
Zizania latifolia,İÔ,NA,Poaceae,7,9,7,9,CB
Ziziphus jujuba,Ôæ,Ziziphus,Rhamnaceae,5,7,8,9,WD
Ziziphus jujuba var. inermis,ÎŞ´ÌÔæ,NA,Rhamnaceae,NA,NA,8,10,WD
Ziziphus jujuba var. spinosa,ËáÔæ,NA,Rhamnaceae,6,7,8,9,WD
Zostera asiatica,¿íÒ¶´óÒ¶Ôå,NA,Potamogetonaceae,7,3,7,3,CB
Zostera caespitosa,´ÔÉúÒ¶´óÒ¶Ôå,NA,Potamogetonaceae,4,6,4,6,CB
Zostera caulescens,¾ß¾¥´óÒ¶Ôå,NA,Potamogetonaceae,4,6,4,6,CB
Zostera japonica,°«´óÒ¶Ôå,NA,Potamogetonaceae,4,6,4,6,CB
Zostera marina,´óÒ¶Ôå,NA,Potamogetonaceae,5,6,5,6,CB
Zoysia japonica,½áÂÆ²İ,NA,Poaceae,6,8,6,8,CB
Zoysia sinica,ÖĞ»ª½áÂÆ²İ,Zoysia,Poaceae,6,8,6,8,CB
