scientific name,Chinese name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Maesa acuminatissima,Ã×Õä¹û,Myrsinaceae,1,2,11,12,WD
Maesa confusa,ÎÉÎÆ¶Å¾¥É½,Myrsinaceae,NA,NA,NA,NA,WD
Maesa consanguinea,Äâ¶Å¾¥É½,Myrsinaceae,NA,NA,7,9,WD
Maesa japonica,¶Å¾¥É½,Myrsinaceae,1,3,7,10,WD
Maesa membranacea,ÏÙÒ¶¶Å¾¥É½,Myrsinaceae,2,3,7,10,WD
Maesa montana,½ğÖéÁø,Myrsinaceae,2,4,10,12,WD
Maesa parvifolia,Ğ¡Ò¶¶Å¾¥É½,Myrsinaceae,2,4,NA,NA,WD
Maesa perlarius,öêÓãµ¨,Myrsinaceae,3,4,12,5,WD
Mahonia oiwakensis,°¢ÀïÉ½Ê®´ó¹¦ÀÍ,Berberidaceae,8,11,11,5,WD
Malaisia scandens,Å£½îÌÙ,Moraceae,3,8,NA,NA,WD
Malaxis finetii,¶ş¼¹ÕÓÀ¼,Orchidaceae,7,9,7,9,CB
Malaxis hainanensis,º£ÄÏÕÓÀ¼,Orchidaceae,7,8,NA,NA,CB
Malaxis insularis,ÇíµºÕÓÀ¼,Orchidaceae,6,6,NA,NA,CB
Malaxis latifolia,À«Ò¶ÕÓÀ¼,Orchidaceae,5,8,8,12,CB
Malleola dentifera,é³ÖùÀ¼,Orchidaceae,7,7,8,9,CB
Mallotus anomalus,ĞâÃ«Ò°Í©,Euphorbiaceae,5,10,11,12,WD
Mallotus apelta,°×±³Ò¶,Euphorbiaceae,7,9,8,11,WD
Mallotus esquirolii,³¤Ò¶Ò°Í©,Euphorbiaceae,5,10,8,12,WD
Mallotus hookerianus,´ÖÃ«Ò°Í©,Euphorbiaceae,3,5,8,10,WD
Mallotus paniculatus,°×é±,Euphorbiaceae,7,10,11,12,WD
Mallotus peltatus,É½¿à²è,Euphorbiaceae,2,4,6,11,WD
Mallotus philippinensis,´Ö¿·²ñ,Euphorbiaceae,3,4,NA,NA,WD
Mallotus repandus,Ê¯ÑÒ·ã,Euphorbiaceae,4,4,8,9,WD
Mallotus tiliifolius,é²Ò¶Ò°Í©,Euphorbiaceae,4,5,8,10,WD
Mallotus yunnanensis,ÔÆÄÏÒ°Í©,Euphorbiaceae,10,12,10,12,WD
Manglietia fordiana,Ä¾Á«,Magnoliaceae,5,5,10,10,WD
Manglietia fordiana var. hainanensis,º£ÄÏÄ¾Á«,Magnoliaceae,4,5,9,10,WD
Manilkara hexandra,ÌúÏß×Ó,Sapotaceae,8,12,NA,NA,WD
Mapania sinensis,»ªÀŞ¹ÄÀó,Cyperaceae,10,10,10,10,CB
Mapania wallichiana,µ¥ËëÀŞ¹ÄÀó,Cyperaceae,NA,NA,NA,NA,CB
Mappianthus iodoides,¶¨ĞÄÌÙ,Icacinaceae,4,7,6,12,WD
Mariscus aristatus,¾ßÃ¢ÁÛ×©×ÓÃç,Cyperaceae,9,10,9,10,CB
Mariscus compactus,ÃÜËë×©×ÓÃç,Cyperaceae,6,12,6,12,CB
Mariscus compactus var. macrostachys,´óÃÜËë×©×ÓÃç,Cyperaceae,NA,NA,12,12,CB
Mariscus cyperinus,É¯×´×©×ÓÃç,Cyperaceae,7,9,7,9,CB
Mariscus cyperinus var. bengalensis,ÃÏ¼ÓÀ­×©×ÓÃç,Cyperaceae,4,5,4,5,CB
Mariscus dubius,ÁÛ¾¥×©×ÓÃç,Cyperaceae,NA,NA,NA,NA,CB
Mariscus hainanensis,º£ÄÏ×©×ÓÀÙ,Cyperaceae,NA,NA,NA,NA,CB
Mariscus javanicus,Óğ×´Ëë×©×ÓÃç,Cyperaceae,6,7,6,7,CB
Mariscus monospermus,µ¥×Ó×©×ÓÃç,Cyperaceae,NA,NA,NA,NA,CB
Mariscus radians,·øÉä×©×ÓÃç,Cyperaceae,8,9,8,9,CB
Mariscus radians var. floribundus,¶à»¨×©×ÓÃç,Cyperaceae,NA,NA,NA,NA,CB
Mariscus sumatransis var. subcompositus,¸´³öËë×©×ÓÃç,Cyperaceae,NA,NA,NA,NA,CB
Mariscus trialatus,Èı³á¸Ñ×©×ÓÃç,Cyperaceae,6,7,6,7,CB
Markhamia stipulata,Î÷ÄÏÃ¨Î²Ä¾,Bignoniaceae,9,12,1,4,WD
Markhamia stipulata var. kerrii,Ã«Ò¶Ã¨Î²Ä¾,Bignoniaceae,10,11,4,6,WD
Marsdenia hainanensis,º£ÄÏÅ£ÄÌ²Ë,Asclepiadaceae,5,12,12,12,WD
Marsdenia koi,´óÒ¶Å£ÄÌ²Ë,Asclepiadaceae,7,11,NA,NA,WD
Marsdenia tinctoria,À¶Ò¶ÌÙ,Asclepiadaceae,3,5,8,12,WD
Mastixia pentandra subsp. cambodiana,µ¥ÊÒÜïİÇ,Mastixiaceae,5,6,NA,NA,WD
Mayodendron igneum,»ğÉÕ»¨,Bignoniaceae,2,5,5,9,WD
Maytenus diversifolius,±äÒ¶ÃÀµÇÄ¾,Celastraceae,NA,NA,NA,NA,WD
Maytenus hainanensis,º£ÄÏÃÀµÇÄ¾,Celastraceae,NA,NA,NA,NA,WD
Maytenus tiaoloshanensis,µõÂŞÃÀµÇÄ¾,Celastraceae,NA,NA,NA,NA,WD
Mazus pumilus,Í¨Èª²İ,Scrophulariaceae,4,10,4,10,CB
Mecopus nidulans,³¤±ú¼Ô,Fabaceae,9,9,9,10,CB
Medinilla arboricola,¸½ÉúÃÀ¶¡»¨,Melastomataceae,6,7,8,9,WD
Medinilla assamica,¶¥»¨Ëá½Å¸Ë,Melastomataceae,4,6,10,10,WD
Medinilla lanceata,Ëá½Å¸Ë,Melastomataceae,8,8,4,4,WD
Medinilla rubicunda,ºì»¨Ëá½Å¸Ë,Melastomataceae,8,8,NA,NA,WD
Meiogyne kwangtungensis,Â¹È×Ä¾,Annonaceae,7,7,7,8,WD
Melastoma dendrisetosum,Ö¦Ã«Ò°Äµµ¤,Melastomataceae,4,4,NA,NA,WD
Melastoma intermedium,Ï¸Ò¶Ò°Äµµ¤,Melastomataceae,7,9,10,12,WD
Melastoma normale,Õ¹Ã«Ò°Äµµ¤,Melastomataceae,3,6,NA,NA,WD
Melastoma penicillatum,×ÏÃ«Ò°Äµµ¤,Melastomataceae,3,4,NA,NA,WD
Melastoma sanguineum,Ã«&#x0000E025;,Melastomataceae,1,12,8,10,WD
Melastoma sanguineum,Ã«&#x0000E025;,Melastomataceae,8,10,8,10,WD
Melastoma sanguineum var. latisepalum,¿íİàÃ«£¨Ü³+Äî£©,Melastomataceae,NA,NA,NA,NA,WD
Melicope patulinervia,ÃÜÜïİÇ,Rutaceae,3,4,9,10,WD
Melicope pteleifolia,Èıèâ¿à,Rutaceae,3,5,6,8,WD
Meliosma angustifolia,ÏÁÒ¶Åİ»¨Ê÷,Sabiaceae,3,5,8,9,WD
Meliosma dumicola,¹à´ÔÅİ»¨Ê÷,Sabiaceae,3,4,10,11,WD
Meliosma fordii,ÏãÆ¤Ê÷,Sabiaceae,5,7,8,10,WD
Meliosma laui,»ªÄÏÅİ»¨Ê÷,Sabiaceae,3,4,7,8,WD
Meliosma rigida,±ÊÂŞ×Ó,Sabiaceae,6,8,9,10,WD
Meliosma squamulata,ÕÁÒ¶Åİ»¨Ê÷,Sabiaceae,6,8,9,10,WD
Meliosma thorelii,É½™»¨Åİ»¨Ê÷,Sabiaceae,6,8,10,11,WD
Melochia corchorifolia,ÂíËÉ×Ó,Sterculiaceae,6,11,NA,NA,CB
Melodinus suaveolens,É½³È,Apocynaceae,5,11,10,11,WD
Merremia boisiana,½ğÖÓÌÙ,Convolvulaceae,4,5,NA,NA,CB
Merremia boisiana var. fulvopilosa,»ÆÃ«½ğÖÓÌÙ,Convolvulaceae,NA,NA,NA,NA,CB
Merremia emarginata,ÉöÒ¶É½Öí²Ë,Convolvulaceae,11,11,NA,NA,CB
Merremia hainanensis,º£ÄÏÉ½Öí²Ë,Convolvulaceae,NA,NA,NA,NA,CB
Merremia hederacea,ÀéÀ¸Íø,Convolvulaceae,NA,NA,NA,NA,CB
Merremia hirta,Ã«É½Öí²Ë,Convolvulaceae,NA,NA,NA,NA,CB
Merremia quinata,Ö¸Ò¶É½Öí²Ë,Convolvulaceae,NA,NA,NA,NA,CB
Merremia umbellata,É¡»¨ÜÔèïÌÙ,Convolvulaceae,NA,NA,NA,NA,CB
Merremia umbellata subsp. orientalis,É½Öí²Ë,Convolvulaceae,NA,NA,NA,NA,CB
Merremia vitifolia,ÕÆÒ¶Óã»Æ²İ,Convolvulaceae,1,4,NA,NA,CB
Merrillanthus hainanensis,ÍÕ·åÌÙ,Asclepiadaceae,3,4,5,6,WD
Mesona chinensis,Á¹·Û²İ,Lamiaceae,7,10,7,10,CB
Metapetrocosmea peltata,¶ÜÒ¶ÜÄÌ¦,Gesneriaceae,12,2,NA,NA,CB
Meyna hainanensis,ÇíÃ·,Rubiaceae,4,8,NA,NA,WD
Mezzettiopsis creaghii,ÒÏ»¨,Annonaceae,3,6,6,12,WD
Michelia balansae,¿àè÷º¬Ğ¦,Magnoliaceae,4,6,7,10,WD
Michelia foveolata,½ğÒ¶º¬Ğ¦,Magnoliaceae,3,5,9,10,WD
Michelia gioii,Ïã×Óº¬Ğ¦,Magnoliaceae,NA,NA,NA,NA,WD
Michelia macclurei,×íÏãº¬Ğ¦,Magnoliaceae,3,4,9,11,WD
Michelia mediocris,°×»¨º¬Ğ¦,Magnoliaceae,12,1,6,7,WD
Michelia odora,¹Û¹âÄ¾,Magnoliaceae,3,3,10,12,WD
Michelia shiluensis,Ê¯Âµº¬Ğ¦,Magnoliaceae,3,5,6,8,WD
Microchloa indica,Ğ¡²İ,Poaceae,7,9,7,9,CB
Microcos chungii,º£ÄÏÆÆ²¼Ò¶,Tiliaceae,6,9,2,3,WD
Microcos paniculata,ÆÆ²¼Ò¶,Tiliaceae,6,9,2,3,WD
Microcos stauntoniana,Ã«ÆÆ²¼Ò¶,Tiliaceae,6,8,NA,NA,WD
Microdesmis caseariifolia,Ğ¡ÅÌÄ¾,Pandaceae,3,9,7,11,WD
Microglossa pyrifolia,Ğ¡Éà¾Õ,Asteraceae,1,4,NA,NA,WD
Micromelum falcatum,´ó¹Ü,Rutaceae,1,4,6,8,WD
Micromelum integerrimum,Ğ¡Ü¿Ä¾,Rutaceae,2,4,7,9,WD
Micropera poilanei,Ğ¡ÄÒ±³À¼,Orchidaceae,NA,NA,NA,NA,CB
Microstegium ciliatum,¸Õİ¬Öñ,Poaceae,9,12,9,12,CB
Microstegium fasciculatum,ÂûÉúİ¬Öñ,Poaceae,8,1,8,1,CB
Microtoena insuavis,¹Ú´½»¨,Lamiaceae,10,12,12,1,CB
Microtropis obscurinervia,ÒşÂö¼ÙÎÀÃ¬,Celastraceae,NA,NA,NA,NA,WD
Microtropis paucinervia,ÉÙÂö¼ÙÎÀÃ¬,Celastraceae,NA,NA,NA,NA,WD
Microtropis submembranacea,ÁéÏã¼ÙÎÀÃ¬,Celastraceae,9,1,NA,NA,WD
Mikania cordata,¼ÙÔóÀ¼,Asteraceae,8,11,8,11,CB
Miliusa chunii,Ò°¶À»î,Annonaceae,4,7,NA,NA,WD
Miliusa prolifica,ÄÒ°êÄ¾,Annonaceae,3,4,7,8,WD
Miliusa sinensis,ÖĞ»ªÒ°¶À»î,Annonaceae,4,9,7,12,WD
Millettia pulchra,Ó¡¶ÈÑÂ¶¹,Fabaceae,4,8,6,10,WD
Millettia pulchra var. laxior,ÊèÒ¶ÑÂ¶¹,Fabaceae,NA,NA,NA,NA,WD
Mimosa invisa,°ÍÎ÷º¬Ğß²İ,Fabaceae,3,9,3,9,CB
Mimosa invisa var. inermis,ÎŞ´Ìº¬Ğß²İ,Fabaceae,NA,NA,NA,NA,CB
Miscanthus floridulus,Îå½ÚÃ¢,Poaceae,5,10,5,10,CB
Miscanthus sinensis,Ã¢,Poaceae,7,12,7,12,CB
Mischocarpus hainanensis,º£ÄÏ±ú¹ûÄ¾,Sapindaceae,NA,NA,4,5,WD
Mischocarpus pentapetalus,ºÖÒ¶±ú¹ûÄ¾,Sapindaceae,4,5,6,8,WD
Mischocarpus sundaicus,±ú¹ûÄ¾,Sapindaceae,10,11,NA,NA,WD
Mitracarpus villosus,¸ÇÁÑ¹û,Rubiaceae,4,6,NA,NA,CB
Mitrasacme indica,¼âÃ±»¨,Loganiaceae,2,6,5,8,CB
Mitrasacme pygmaea,Ë®Ìï°×,Loganiaceae,6,7,8,9,CB
Mitrephora maingayi,É½½¶,Annonaceae,2,8,6,12,WD
Mitrephora thorelii,Òø¹³»¨,Annonaceae,3,4,5,8,WD
Mnesithea laevis,¼ÙÉßÎ²²İ,Poaceae,NA,NA,NA,NA,CB
Mnesithea mollicoma,Ã«¼ó²İ,Poaceae,9,11,9,11,CB
Mollugo nudicaulis,ÎŞ¾¥ËÚÃ×²İ,Molluginaceae,1,12,1,12,CB
Mollugo stricta,ËÚÃ×²İ,Molluginaceae,6,8,8,10,CB
Mollugo verticillata,ÖÖÀâËÚÃ×²İ,Molluginaceae,9,2,9,2,CB
Momordica cochinchinensis,Ä¾±î×Ó,Cucurbitaceae,6,8,8,10,CB
Monochoria elata,¸ßİãÓê¾Ã»¨,Pontederiaceae,NA,NA,NA,NA,CB
Monochoria hastata,¼ıÒ¶Óê¾Ã»¨,Pontederiaceae,8,3,NA,NA,CB
Monochoria vaginalis,Ñ¼Éà²İ,Pontederiaceae,8,9,9,10,CB
Morinda brevipes,¶Ì±ú¼¦ÑÛÌÙ,Rubiaceae,4,5,6,12,WD
Morinda brevipes var. stenophylla,ÏÁÒ¶¼¦ÑÛÌÙ,Rubiaceae,5,5,NA,NA,WD
Morinda citrifolia,º£±õÄ¾°Íêª,Rubiaceae,1,12,1,12,WD
Morinda cochinchinensis,´ó¹û°Íêª,Rubiaceae,5,5,7,11,WD
Morinda hainanensis,º£ÄÏ°Íêª,Rubiaceae,5,5,NA,NA,WD
Morinda howiana,¿·ÌÙ,Rubiaceae,4,4,10,1,WD
Morinda officinalis,°ÍêªÌì,Rubiaceae,5,7,NA,NA,WD
Morinda officinalis var. hirsuta,Ã«°ÍêªÌì,Rubiaceae,NA,NA,NA,NA,WD
Morinda parvifolia,¼¦ÑÛÌÙ,Rubiaceae,4,6,7,8,WD
Morus alba,É£,Moraceae,4,5,5,8,WD
Morus australis,¼¦É£,Moraceae,3,4,4,5,WD
Mosla scabra,Ê¯ÜùÜÑ,Lamiaceae,5,11,9,11,CB
Mucuna bracteata,»ÆÃ«÷ó¶¹,Fabaceae,NA,NA,NA,NA,CB
Mucuna gigantea,¾Ş÷ó¶¹,Fabaceae,NA,NA,NA,NA,WD
Mucuna hainanensis,º£ÄÏ÷ó¶¹,Fabaceae,1,3,3,5,WD
Mucuna macrocarpa,´ó¹ûÓÍÂéÌÙ,Fabaceae,4,5,6,7,WD
Mucuna pruriens,´ÌÃ«÷ó¶¹,Fabaceae,8,9,12,12,CB
Mucuna pruriens var. utilis,÷ó¶¹,Fabaceae,10,10,11,11,CB
Mukia javanica,×¦ÍÛÃ±¶ù¹Ï,Cucurbitaceae,4,7,7,10,CB
Mukia maderaspatana,Ã±¶ù¹Ï,Cucurbitaceae,4,8,8,12,CB
Munronia pinnata,Óğ×´µØ»ÆÁ¬,Meliaceae,4,11,NA,NA,WD
Munronia unifoliolata,µ¥Ò¶µØ»ÆÁ¬,Meliaceae,7,9,NA,NA,WD
Murdannia bracteata,´ó°úË®ÖñÒ¶,Commelinaceae,5,11,5,11,CB
Murdannia kainantensis,ÏÁÒ¶Ë®ÖñÒ¶,Commelinaceae,4,5,4,5,CB
Murdannia loriformis,Å£éî²İ,Commelinaceae,5,10,5,10,CB
Murdannia macrocarpa,´ó¹ûË®ÖñÒ¶,Commelinaceae,6,10,NA,NA,CB
Murdannia medica,ÉÙÒ¶Ë®ÖñÒ¶,Commelinaceae,8,9,8,9,CB
Murdannia nudiflora,Âã»¨Ë®ÖñÒ¶,Commelinaceae,6,9,6,9,CB
Murdannia simplex,Ï¸Öñ¸İ²İ,Commelinaceae,4,9,NA,NA,CB
Murdannia spectabilis,ÏÙÃ«Ë®ÖñÒ¶,Commelinaceae,5,7,6,7,CB
Murdannia spirata,°«Ë®ÖñÒ¶,Commelinaceae,1,12,1,12,CB
Murdannia vaginata,Ï¸±úË®ÖñÒ¶,Commelinaceae,NA,NA,8,9,CB
Murraya alata,ÒíÒ¶¾ÅÀïÏã,Rutaceae,5,7,10,12,WD
Murraya euchrestifolia,¶¹Ò¶¾ÅÀïÏã,Rutaceae,4,5,11,12,WD
Murraya exotica,¾ÅÀïÏã,Rutaceae,4,6,9,11,WD
Murraya koenigii,µ÷ÁÏ¾ÅÀïÏã,Rutaceae,3,4,7,8,WD
Murraya microphylla,Ğ¡Ò¶¾ÅÀïÏã,Rutaceae,7,10,9,12,WD
Murraya paniculata,Ç§ÀïÏã,Rutaceae,4,9,9,12,WD
Musa balbisiana,Ò°½¶,Musaceae,6,9,NA,NA,CB
Mussaenda antiloga,×³ÀöÓñÒ¶½ğ»¨,Rubiaceae,5,12,NA,NA,WD
Mussaenda erosa,éªÌÙ,Rubiaceae,6,8,NA,NA,WD
Mussaenda hainanensis,º£ÄÏÓñÒ¶½ğ»¨,Rubiaceae,3,6,7,8,WD
Mussaenda hirsutula,´ÖÃ«ÓñÒ¶½ğ»¨,Rubiaceae,4,6,7,1,WD
Mussaenda lotungensis,ÀÖ¶«ÓñÒ¶½ğ»¨,Rubiaceae,4,6,NA,NA,WD
Mussaenda membranifolia,Ä¤Ò¶ÓñÒ¶½ğ»¨,Rubiaceae,4,6,8,10,WD
Mussaenda pubescens,ÓñÒ¶½ğ »¨,Rubiaceae,6,7,NA,NA,WD
Mycetia hainanensis,º£ÄÏÏÙİàÄ¾,Rubiaceae,4,4,NA,NA,WD
Mycetia hirta,Ã«ÏÙİàÄ¾,Rubiaceae,6,7,9,10,WD
Mycetia sinensis,»ªÏÙİàÄ¾,Rubiaceae,7,8,9,11,WD
Myoporum bontioides,¿à¼÷À¶,Myoporaceae,4,6,5,7,WD
Myrica adenophora,ÇàÑîÃ·,Myricaceae,NA,NA,NA,NA,WD
Myrica rubra,ÑîÃ·,Myricaceae,4,4,6,7,WD
Myrioneuron tonkinensis,Ô½ÄÏÃÜÂöÄ¾,Rubiaceae,NA,NA,NA,NA,
Myriophyllum tetrandrum,ËÄÈïºüÎ²Ôå,Haloragaceae,3,9,4,10,CB
Myrmechis drymoglossifolia,°¢ÀïÉ½È«´½À¼,Orchidaceae,5,8,NA,NA,CB
Myrmechis urceolata,¿í°êÈ«´½À¼,Orchidaceae,5,7,NA,NA,CB
Myrsine affinis,ÄâÃÜ»¨Ê÷,Myrsinaceae,6,7,10,12,WD
Myrsine faberi,Æ½Ò¶ÃÜ»¨Ê÷,Myrsinaceae,12,2,3,4,WD
Myrsine linearis,´òÌúÊ÷,Myrsinaceae,12,1,7,11,WD
Myrsine seguinii,ÃÜ»¨Ê÷,Myrsinaceae,4,5,10,12,WD
Myrsine stolonifera,¹âÒ¶Ìú×Ğ,Myrsinaceae,4,6,12,1,WD
Myxopyrum pierrei,º£ÄÏ½ººËÄ¾,Oleaceae,8,10,9,4,WD
Myxopyrum smilacifolium,À«Ò¶½ººËÄ¾,Oleaceae,NA,NA,NA,NA,WD
Najas gracillima,ÏËÏ¸´ÄÔå,Najadaceae,6,8,6,8,CB
Najas minor,Ğ¡´ÄÔå,Najadaceae,6,10,6,10,CB
Najas orientalis,¶«·½´ÄÔå,Najadaceae,5,8,5,8,CB
Naravelia pilulifera,Á½¹ãÎıÀ¼Á«,Ranunculaceae,9,9,10,10,WD
Naravelia zeylanica,ÎıÀ¼Á«,Ranunculaceae,10,10,11,11,WD
Nauclea officinalis,ÎÚÌ´,Rubiaceae,6,8,NA,NA,WD
Nelumbo nucifera,Á«,Nelumbonaceae,6,8,8,10,CB
Neoalsomitra integrifoliola,°ô´¸¹Ï,Cucurbitaceae,9,11,11,4,CB
Neocinnamomum lecomtei,º£ÄÏĞÂÕÁ,Lauraceae,8,8,10,5,WD
Neolitsea buisanensis,ÎäÍşÉ½ĞÂÄ¾½ª×Ó,Lauraceae,NA,NA,NA,NA,WD
Neolitsea cambodiana,ĞâÒ¶ĞÂÄ¾½ª×Ó,Lauraceae,10,12,7,8,WD
Neolitsea ellipsoidea,Ïã¹ûĞÂÄ¾½ª×Ó,Lauraceae,6,7,10,11,WD
Neolitsea hainanensis,º£ÄÏĞÂÄ¾½ª×Ó,Lauraceae,11,11,7,8,WD
Neolitsea howii,±£Í¤ĞÂÄ¾½ª×Ó,Lauraceae,NA,NA,8,8,WD
Neolitsea oblongifolia,³¤Ô²Ò¶ĞÂÄ¾½ª×Ó,Lauraceae,8,11,9,12,WD
Neolitsea obtusifolia,¶ÛÒ¶ĞÂÄ¾½ª×Ó,Lauraceae,9,11,12,2,WD
Neolitsea ovatifolia,ÂÑÒ¶ĞÂÄ¾½ª×Ó,Lauraceae,NA,NA,8,8,WD
Neolitsea phanerophlebia,ÏÔÂöĞÂÄ¾½ª×Ó,Lauraceae,10,11,7,8,WD
Neolitsea pulchella,ÃÀÀöĞÂÄ¾½ª×Ó,Lauraceae,10,11,7,8,WD
Neolitsea zeylanica,ÄÏÑÇĞÂÄ¾½ª×Ó,Lauraceae,10,11,10,12,WD
Nephelaphyllum pulchrum,ÃÀÀöÔÆÒ¶À¼,Orchidaceae,NA,NA,NA,NA,CB
Nephelaphyllum tenuiflorum,ÔÆÒ¶À¼,Orchidaceae,6,6,NA,NA,CB
Nephelium chryseum,ÉØ×Ó,Sapindaceae,3,5,6,8,WD
Nephelium topengii,º£ÄÏÉØ×Ó,Sapindaceae,NA,NA,NA,NA,WD
Nervilia fordii,Ã«´½ÓóÀ¼,Orchidaceae,5,5,NA,NA,CB
Neuropeltis racemosa,¶Ü°úÌÙ,Convolvulaceae,6,12,6,4,WD
Neuwiedia singapureana,ÈıÈïÀ¼,Orchidaceae,5,6,NA,NA,CB
Neyraudia arundinacea,´óÀàÂ«,Poaceae,NA,NA,NA,NA,CB
Neyraudia reynaudiana,ÀàÂ«,Poaceae,8,12,8,12,CB
Nosema cochinchinensis,Áú´¬²İ,Lamiaceae,10,2,NA,NA,CB
Nothapodytes obtusifolia,¼Ù²ñÁúÊ÷,Icacinaceae,12,4,12,4,WD
Nymphaea stellata,ÑÓÒ©Ë¯Á«,Nymphaeaceae,7,12,7,12,CB
Nymphaea tetragona,Ë¯Á«,Nymphaeaceae,6,8,8,10,CB
Nymphoides cristata,Ë®Æ¤Á«,Menyanthaceae,NA,NA,NA,NA,CB
Nymphoides indica,½ğÒøÁ«»¨,Menyanthaceae,8,10,8,10,CB
Nypa fruticans,Ë®Ò¬,Arecaceae,NA,NA,NA,NA,
Nyssa javanica,»ªÄÏÀ¶¹ûÊ÷,Nyssaceae,4,5,10,10,WD
Oberonia anthropophora,³¤ÁÑğ°Î²À¼,Orchidaceae,5,5,NA,NA,CB
Oberonia gammiei,³İ°êğ°Î²À¼,Orchidaceae,10,12,10,12,CB
Oberonia iridifolia,ğ°Î²À¼,Orchidaceae,8,12,8,12,CB
Oberonia longibracteata,³¤°úğ°Î²À¼,Orchidaceae,10,10,NA,NA,CB
Oberonia rufilabris,ºì´½ğ°Î²À¼,Orchidaceae,1,1,11,1,CB
Oberonia variabilis,ÃÜ°úğ°Î²À¼,Orchidaceae,1,4,1,4,CB
Ochna integerrima,½ğÁ«Ä¾,Ochnaceae,3,4,5,6,WD
Ocimum basilicum var. pilosum,ÂŞÀÕÊèÈáÃ«±äÖÖ,Lamiaceae,NA,NA,NA,NA,CB
Oenanthe benghalensis,¶Ì·øË®ÇÛ,Apiaceae,5,6,6,7,CB
Oenanthe javanica,Ë®ÇÛ,Apiaceae,6,7,8,9,CB
Olax austrosinensis,Êè»¨ÌúÇàÊ÷,Olacaceae,3,5,4,9,WD
Olax imbricata,ÌúÇàÊ÷,Olacaceae,4,10,4,10,WD
Olea brachiata,±õÄ¾Ï¬é­,Oleaceae,10,3,6,8,WD
Olea europaea subsp. cuspidata,ĞâÁÛÄ¾Ï¬é­,Oleaceae,4,8,8,11,WD
Olea hainanensis,º£ÄÏÄ¾Ï¬é­,Oleaceae,10,12,1,2,WD
Olea neriifolia,ÏÁÒ¶Ä¾Ï¬é­,Oleaceae,5,8,9,9,WD
Olea parvilimba,Ğ¡Ò¶Ä¾Ï¬é­,Oleaceae,9,9,9,12,WD
Olea tsoongii,ÔÆÄÏÄ¾Ï¬é­,Oleaceae,2,11,7,11,WD
Oligostachyum gracilipes,Ï¸±úÉÙËëÖñ,Poaceae,5,5,NA,NA,WD
Oligostachyum nuspiculum,ÁÖ×ĞÖñ,Poaceae,4,5,4,5,WD
Oncodostigma hainanense,½¶Ä¾,Annonaceae,4,12,NA,NA,WD
Operculina turpethum,ºĞ¹ûÌÙ,Convolvulaceae,NA,NA,NA,NA,CB
Ophiopogon bockianus,Á¬Ò©ÑØ½×²İ,Liliaceae,6,7,8,8,CB
Ophiopogon chingii,³¤¾¥ÑØ½×²İ,Liliaceae,5,6,NA,NA,CB
Ophiopogon intermedius,¼äĞÍÑØ½×²İ,Liliaceae,5,8,8,10,CB
Ophiopogon platyphyllus,¿íÒ¶ÑØ½×²İ,Liliaceae,5,6,NA,NA,CB
Ophiopogon reptans,Âû¾¥ÑØ½×²İ,Liliaceae,6,8,NA,NA,CB
Ophiopogon reversus,¸ß½ÚÑØ½×²İ,Liliaceae,9,10,12,3,CB
Ophiopogon stenophyllus,ÏÁÒ¶ÑØ½×²İ,Liliaceae,7,9,10,11,CB
Ophiorrhiza aureolina,½ğ»Æ¸ù²İ,Rubiaceae,7,7,NA,NA,CB
Ophiorrhiza aureolina f. qiongyaensis,ÇíÑÂÉß¸ù²İ,Rubiaceae,NA,NA,NA,NA,CB
Ophiorrhiza cantoniensis,¹ãÖİÉß¸ù²İ,Rubiaceae,12,5,3,8,CB
Ophiorrhiza hainanensis,º£ÄÏÉß¸ù²İ,Rubiaceae,12,12,12,12,CB
Ophiorrhiza humilis,ÏªÅÏÉß¸ù²İ,Rubiaceae,1,4,1,4,CB
Ophiorrhiza japonica,ÈÕ±¾Éß¸ù²İ,Rubiaceae,8,8,NA,NA,CB
Ophiorrhiza pumila,¶ÌĞ¡Éß¸ù²İ,Rubiaceae,4,7,NA,NA,CB
Ophiorrhiza subrubescens,±äºìÉß¸ù²İ,Rubiaceae,4,7,NA,NA,CB
Ophiuros exaltatus,ÉßÎ²²İ,Poaceae,6,11,6,11,CB
Ophrestia pinnata,ÓğÒ¶Äâ´ó¶¹,Fabaceae,7,8,8,9,CB
Oplismenus compositus,ÖñÒ¶²İ,Poaceae,9,11,9,11,CB
Oplismenus compositus var. intermedius,ÖĞ¼äĞÍÖñÒ¶²İ,Poaceae,NA,NA,NA,NA,CB
Oplismenus compositus var. owatarii,´óÒ¶ÖñÒ¶²İ,Poaceae,NA,NA,NA,NA,CB
Oplismenus patens,ÊèËëÖñÒ¶²İ,Poaceae,9,11,9,11,CB
Oplismenus patens var. angustifolius,ÏÁÒ¶ÖñÒ¶²İ,Poaceae,NA,NA,NA,NA,CB
Oplismenus patens var. yunnanensis,ÔÆÄÏÖñÒ¶²İ,Poaceae,NA,NA,NA,NA,CB
Oplismenus undulatifolius,ÇóÃ×²İ,Poaceae,7,11,7,11,CB
Opuntia cochenillifera,ëÙÖ¬ÕÆ,Cactaceae,NA,NA,NA,NA,WD
Orchidantha insularis,º£ÄÏÀ¼»¨½¶,Lowiaceae,6,6,NA,NA,CB
Oreocharis benthamii,´óÒ¶Ê¯ÉÏÁ«,Gesneriaceae,8,8,10,10,CB
