scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Mallotus microcarpus,Ğ¡¹ûÒ°Í©,4,7,8,10,Euphorbiaceae,Mallotus,WD
Mallotus nepalensis,Äá²´¶ûÒ°Í©,6,7,6,7,Euphorbiaceae,Mallotus,WD
Mallotus paniculatus,°×é±,8,8,10,11,Euphorbiaceae,Mallotus,WD
Mallotus paxii,ºìÒ¶Ò°Í©,NA,NA,NA,NA,Euphorbiaceae,Mallotus,WD
Mallotus philippensis,´Ö¿·²ñ,4,5,5,8,Euphorbiaceae,NA,NA
Mallotus philippensis var. reticulatus,ÍøÂö´Ö¿·²ñ,4,6,9,11,Euphorbiaceae,NA,NA
Mallotus philippinensis,´Ö¿·²ñ,4,7,5,8,Euphorbiaceae,Mallotus,WD
Mallotus repandus,Ê¯ÑÒ·ã,4,6,6,8,Euphorbiaceae,Mallotus,WD
Mallotus tenuifolius,Ò°Í©,6,7,7,8,Euphorbiaceae,Mallotus,WD
Malus doumeri,Ì¨Íåº£ÌÄ,5,5,8,9,Rosaceae,Malus,WD
Malus halliana,´¹Ë¿º£ÌÄ,3,4,9,10,Rosaceae,Malus,WD
Malus hupehensis,ºş±±º£ÌÄ,4,5,8,9,Rosaceae,Malus,WD
Malus leiocalyca,¹âİàº£ÌÄ,5,5,8,9,Rosaceae,Malus,WD
Manglietia fordiana,Ä¾Á«,4,5,9,10,Magnoliaceae,Manglietia,WD
Mapania wallichiana,µ¥ËëÀŞ¹ÄÀó,NA,NA,NA,NA,Cyperaceae,Mapania,CB
Mappianthus iodoides,¶¨ĞÄÌÙ,4,8,6,12,Icacinaceae,Mappianthus,WD
Mariscus cyperinus,É¯×´×©×ÓÃç,9,10,9,10,Cyperaceae,Mariscus,CB
Mariscus radians,·øÉä×©×ÓÃç,8,10,8,10,Cyperaceae,Mariscus,CB
Mariscus sumatrensis,×©×ÓÃç,NA,NA,NA,NA,Cyperaceae,Mariscus,CB
Mariscus sumatrensis var. microstachys,Ğ¡Ëë×©×ÓÃç,NA,NA,NA,NA,Cyperaceae,Mariscus,CB
Markhamia stipulata,Î÷ÄÏÃ¨Î²Ä¾,9,12,1,4,Bignoniaceae,Markhamia,WD
Markhamia stipulata var. kerrii,Ã«Ò¶Ã¨Î²Ä¾,9,12,1,4,Bignoniaceae,Markhamia,WD
Marsdenia sinensis,Å£ÄÌ²Ë,4,7,8,11,Asclepiadaceae,Marsdenia,WD
Maytenus diversifolius,±äÒ¶ÃÀµÇÄ¾,NA,NA,NA,NA,Celastraceae,Maytenus,WD
Mazus caducifer,ÔçÂäÍ¨Èª²İ,4,6,6,10,Scrophulariaceae,Mazus,CB
Mazus fukienensis,¸£½¨Í¨Èª²İ,4,5,4,5,Scrophulariaceae,Mazus,CB
Mazus gracilis,ÏËÏ¸Í¨Èª²İ,4,7,4,7,Scrophulariaceae,Mazus,CB
Mazus japonicus,,1,11,1,11,Scrophulariaceae,NA,NA
Mazus miquelii,Ùé¾¥Í¨Èª²İ,2,8,2,8,Scrophulariaceae,Mazus,CB
Mazus pumilus,Í¨Èª²İ,4,10,4,10,Scrophulariaceae,Mazus,CB
Medicago lupulina,ÌìÀ¶ÜÙŞ£,4,9,6,10,Fabaceae,Medicago,CB
Meehania fargesii var. radicans,»ªÎ÷ÁúÍ·²İ×ß¾¥±äÖÖ,NA,NA,NA,NA,Lamiaceae,Meehania,CB
Melampyrum laxum,Ô²°úÉ½ÂŞ»¨,6,9,6,9,Scrophulariaceae,Melampyrum,CB
Melampyrum roseum,É½ÂŞ»¨,6,9,6,9,Scrophulariaceae,Melampyrum,CB
Melanoseris graciliflora,Ï¸İ«ÜÄ,6,9,6,9,Asteraceae,Melanoseris,CB
Melastoma dodecandrum,µØÇŒ,5,8,7,11,Melastomataceae,Melastoma,WD
Melastoma intermedium,Ï¸Ò¶Ò°Äµµ¤,4,8,7,10,Melastomataceae,Melastoma,WD
Melastoma normale,Õ¹Ã«Ò°Äµµ¤,6,9,8,11,Melastomataceae,Melastoma,WD
Melastoma sanguineum,Ã«&#x0000E025;,8,9,12,12,Melastomataceae,Melastoma,WD
Melicope pteleifolia,Èıèâ¿à,4,6,7,10,Rutaceae,Melicope,WD
Meliosma alba,çæéªÊ÷,5,6,8,10,Sabiaceae,Meliosma,WD
Meliosma flexuosa,´¹Ö¦Åİ»¨Ê÷,6,6,7,9,Sabiaceae,Meliosma,WD
Meliosma fordii,ÏãÆ¤Ê÷,5,8,5,8,Sabiaceae,Meliosma,WD
Meliosma myriantha,¶à»¨Åİ»¨Ê÷,6,6,8,9,Sabiaceae,Meliosma,WD
Meliosma myriantha var. discolor,ÒìÉ«Åİ»¨Ê÷,NA,NA,NA,NA,Sabiaceae,Meliosma,WD
Meliosma oldhamii,ºì²ñÖ¦,5,6,8,9,Sabiaceae,Meliosma,WD
Meliosma rhoifolia,ÆáÒ¶Åİ»¨Ê÷,5,7,7,9,Sabiaceae,Meliosma,WD
Meliosma rhoifolia var. barbulata,Ò¸Ã«Åİ»¨Ê÷,NA,NA,NA,NA,Sabiaceae,Meliosma,WD
Meliosma rigida,±ÊÂŞ×Ó,3,6,6,11,Sabiaceae,Meliosma,WD
Meliosma rigida var. pannosa,Õ±Ã«Åİ»¨Ê÷,5,6,8,9,Sabiaceae,Meliosma,WD
Meliosma squamulata,ÕÁÒ¶Åİ»¨Ê÷,4,6,5,10,Sabiaceae,Meliosma,WD
Meliosma thorelii,É½™»¨Åİ»¨Ê÷,4,6,8,12,Sabiaceae,Meliosma,WD
Meliosma veitchiorum,Å¯Ä¾,5,5,8,9,Sabiaceae,Meliosma,WD
Meliosma velutina,Ã«Åİ»¨Ê÷,4,5,NA,NA,Sabiaceae,Meliosma,WD
Melissa axillaris,ÃÛ·ä»¨,6,11,6,11,Lamiaceae,Melissa,CB
Melliodendron xylocarpum,ÍÓÂİ¹û,4,5,7,10,Styracaceae,Melliodendron,WD
Melochia corchorifolia,ÂíËÉ×Ó,7,10,7,10,Sterculiaceae,Melochia,CB
Melodinus suaveolens,É½³È,5,11,8,1,Apocynaceae,Melodinus,WD
Memecylon ligustrifolium,¹ÈÄ¾,5,6,7,9,Melastomataceae,NA,NA
Memecylon scutellatum,Ï¸Ò¶¹ÈÄ¾,3,8,11,3,Melastomataceae,NA,NA
Merremia hederacea,ÀéÀ¸Íø,9,10,11,11,Convolvulaceae,Merremia,CB
Merremia umbellata subsp. orientalis,É½Öí²Ë,NA,NA,NA,NA,Convolvulaceae,Merremia,CB
Mesona chinensis,Á¹·Û²İ,7,10,7,10,Lamiaceae,Mesona,CB
Metadina trichotoma,»ÆÃŞÄ¾,4,12,4,12,Rubiaceae,Metadina,WD
Metaplexis japonica,ÂÜË,7,8,9,12,Asclepiadaceae,Metaplexis,CB
Michelia balansae,¿àè÷º¬Ğ¦,4,6,7,10,Magnoliaceae,Michelia,WD
Michelia cavaleriei,Æ½·¥º¬Ğ¦,NA,NA,NA,NA,Magnoliaceae,Michelia,WD
Michelia cavaleriei var. platypetala,À«°êº¬Ğ¦,NA,NA,NA,NA,Magnoliaceae,Michelia,WD
Michelia figo,º¬Ğ¦»¨,5,10,7,8,Magnoliaceae,Michelia,WD
Michelia foveolata,½ğÒ¶º¬Ğ¦,3,5,9,10,Magnoliaceae,Michelia,WD
Michelia fujianensis,¸£½¨º¬Ğ¦,2,4,8,10,Magnoliaceae,Michelia,WD
Michelia macclurei,×íÏãº¬Ğ¦,3,4,6,8,Magnoliaceae,Michelia,WD
Michelia maudiae,ÉîÉ½º¬Ğ¦,3,4,9,10,Magnoliaceae,Michelia,WD
Michelia odora,¹Û¹âÄ¾,3,3,10,12,Magnoliaceae,Michelia,WD
Michelia skinneriana,Ò°º¬Ğ¦,4,6,8,10,Magnoliaceae,Michelia,WD
Microcarpaea minima,Ğ¡¹û²İ,7,10,7,10,Scrophulariaceae,Microcarpaea,CB
Microchloa indica,Ğ¡²İ,7,9,7,9,Poaceae,Microchloa,CB
Microstegium ciliatum,¸Õİ¬Öñ,9,12,9,12,Poaceae,Microstegium,CB
Microstegium fasciculatum,ÂûÉúİ¬Öñ,8,1,8,1,Poaceae,Microstegium,CB
Microstegium fauriei,·¨Àûİ¬Öñ,8,10,8,10,Poaceae,Microstegium,CB
Microstegium fauriei subsp. geniculatum,Ï¥Çúİ¬Öñ,NA,NA,NA,NA,Poaceae,Microstegium,CB
Microstegium nudum,ÖñÒ¶Ã©,10,11,10,11,Poaceae,Microstegium,CB
Microstegium vimineum,ÈáÖ¦İ¬Öñ,9,10,9,10,Poaceae,Microstegium,CB
Microtis unifolia,´ĞÒ¶À¼,4,4,4,4,Orchidaceae,Microtis,CB
Microtropis fokienensis,¸£½¨¼ÙÎÀÃ¬,10,10,10,10,Celastraceae,Microtropis,WD
Microtropis gracilipes,ÃÜ»¨¼ÙÎÀÃ¬,6,6,10,10,Celastraceae,Microtropis,WD
Microtropis submembranacea,ÁéÏã¼ÙÎÀÃ¬,NA,NA,4,4,Celastraceae,Microtropis,WD
Millettia extensa,¼¦ÑªÌÙ,NA,NA,NA,NA,Fabaceae,Millettia,
Millettia pachycarpa,ºñ¹ûÑÂ¶¹ÌÙ,4,6,9,11,Fabaceae,Millettia,WD
Millettia pulchra,Ó¡¶ÈÑÂ¶¹,4,11,4,11,Fabaceae,Millettia,WD
Millettia pulchra var. laxior,ÊèÒ¶ÑÂ¶¹,NA,NA,NA,NA,Fabaceae,Millettia,WD
Miscanthus floridulus,Îå½ÚÃ¢,6,7,6,7,Poaceae,Miscanthus,CB
Miscanthus sinensis,Ã¢,9,11,9,11,Poaceae,Miscanthus,CB
Mischobulbum cordifolium,ĞÄÒ¶Çò±úÀ¼,6,6,NA,NA,Orchidaceae,Mischobulbum,CB
Mitrastemon yamamotoi,Ã±Èï²İ,1,12,1,12,Rafflesiaceae,Mitrastemon,CB
Miyamayomena angustifolia,Õ­Ò¶ÂãİÒ,9,10,9,10,Asteraceae,Miyamayomena,
Mnesithea laevis,¼ÙÉßÎ²²İ,NA,NA,NA,NA,Poaceae,Mnesithea,CB
Molinia japonica,ÄâÂóÊÏ²İ,8,9,8,9,Poaceae,Molinia,CB
Mollugo stricta,ËÚÃ×²İ,6,8,8,10,Molluginaceae,Mollugo,CB
Mollugo verticillata,ÖÖÀâËÚÃ×²İ,9,2,9,2,Molluginaceae,Mollugo,CB
Momordica cochinchinensis,Ä¾±î×Ó,6,8,8,10,Cucurbitaceae,Momordica,CB
Monochasma savatieri,°×Ã«Â¹È×²İ,3,4,NA,NA,Scrophulariaceae,Monochasma,CB
Monochoria hastata,¼ıÒ¶Óê¾Ã»¨,8,8,3,3,Pontederiaceae,Monochoria,CB
Monochoria vaginalis,Ñ¼Éà²İ,8,9,9,10,Pontederiaceae,Monochoria,CB
Monotropa hypopitys,ËÉÏÂÀ¼,7,9,8,10,Ericaceae,Monotropa,CB
Monotropa uniflora,Ë®¾§À¼,6,9,8,10,Ericaceae,Monotropa,CB
Monotropastrum humile,Çò¹û¼ÙÉ³¾§À¼,4,8,5,9,Ericaceae,Monotropastrum,CB
Morinda cochinchinensis,´ó¹û°Íêª,7,8,10,11,Rubiaceae,Morinda,WD
Morinda officinalis,°ÍêªÌì,5,7,8,10,Rubiaceae,Morinda,WD
Morinda officinalis var. hirsuta,Ã«°ÍêªÌì,NA,NA,NA,NA,Rubiaceae,Morinda,WD
Morinda parvifolia,¼¦ÑÛÌÙ,6,7,8,10,Rubiaceae,Morinda,WD
Morinda shuanghuaensis,¼Ù°Íêª,6,8,9,10,Rubiaceae,Morinda,WD
Morinda umbellata,,6,8,8,11,Rubiaceae,NA,NA
Morus alba,É£,3,4,4,5,Moraceae,Morus,WD
Morus australis,¼¦É£,4,5,6,7,Moraceae,Morus,WD
Morus cathayana,»ªÉ£,4,5,5,6,Moraceae,Morus,WD
Mosla cavaleriei,Ğ¡»¨ÜùÜÑ,9,11,10,12,Lamiaceae,Mosla,CB
Mosla chinensis,Ê¯ÏãŞ¸,6,10,6,10,Lamiaceae,Mosla,CB
Mosla dianthera,Ğ¡ÓãÏÉ²İ,5,11,5,11,Lamiaceae,Mosla,CB
Mosla hangchowensis,º¼ÖİÊ¯ÜùÜÑ,7,11,7,11,Lamiaceae,Mosla,CB
Mosla scabra,Ê¯ÜùÜÑ,4,11,4,11,Lamiaceae,Mosla,CB
Mouretia guangdongensis,¹ã¶«ÄµÀö²İ,NA,NA,NA,NA,Rubiaceae,Mouretia,CB
Mucuna birdwoodiana,°×»¨ÓÍÂéÌÙ,4,11,4,11,Fabaceae,Mucuna,WD
Mucuna championii,¸ÛÓÍÂéÌÙ,8,8,NA,NA,Fabaceae,Mucuna,WD
Mucuna cyclocarpa,ÃöÓÍÂéÌÙ,5,8,7,10,Fabaceae,Mucuna,WD
Mucuna pruriens var. utilis,÷ó¶¹,10,10,11,11,Fabaceae,Mucuna,CB
Mucuna sempervirens,³£´ºÓÍÂéÌÙ,4,10,4,10,Fabaceae,Mucuna,WD
Muhlenbergia japonica,ÈÕ±¾ÂÒ×Ó²İ,7,10,7,10,Poaceae,Muhlenbergia,CB
Muhlenbergia ramosa,¶àÖ¦ÂÒ×Ó²İ,9,10,9,10,Poaceae,Muhlenbergia,CB
Mukia javanica,×¦ÍÛÃ±¶ù¹Ï,4,7,7,10,Cucurbitaceae,Mukia,CB
Mukia maderaspatana,Ã±¶ù¹Ï,4,8,8,12,Cucurbitaceae,Mukia,CB
Murdannia hookeri,¸ù¾¥Ë®ÖñÒ¶,6,9,6,9,Commelinaceae,Murdannia,CB
Murdannia kainantensis,ÏÁÒ¶Ë®ÖñÒ¶,3,8,4,5,Commelinaceae,Murdannia,CB
Murdannia keisak,ğà²İ,8,10,8,10,Commelinaceae,Murdannia,CB
Murdannia loriformis,Å£éî²İ,4,9,4,9,Commelinaceae,Murdannia,CB
Murdannia nudiflora,Âã»¨Ë®ÖñÒ¶,7,10,7,10,Commelinaceae,Murdannia,CB
Murdannia simplex,Ï¸Öñ¸İ²İ,4,9,NA,NA,Commelinaceae,Murdannia,CB
Murraya exotica,¾ÅÀïÏã,4,8,9,12,Rutaceae,Murraya,WD
Murraya paniculata,Ç§ÀïÏã,4,10,4,2,Rutaceae,Murraya,WD
Musa acuminata,Ğ¡¹ûÒ°½¶,NA,NA,NA,NA,Musaceae,Musa,CB
Musa balbisiana,Ò°½¶,NA,NA,NA,NA,Musaceae,Musa,CB
Mussaenda erosa,éªÌÙ,5,7,9,10,Rubiaceae,Mussaenda,WD
Mussaenda esquirolii,ü[»¨,5,8,8,11,Rubiaceae,Mussaenda,WD
Mussaenda parviflora,Ğ¡ÓñÒ¶½ğ»¨,3,5,8,12,Rubiaceae,Mussaenda,WD
Mussaenda pubescens,ÓñÒ¶½ğ »¨,5,7,8,11,Rubiaceae,Mussaenda,WD
Mussaenda pubescens var. alba,°×»¨ÓñÒ¶½ğ»¨,NA,NA,NA,NA,Rubiaceae,Mussaenda,WD
Mussaenda shikokiana,´óÒ¶°×Ö½ÉÈ,5,7,7,10,Rubiaceae,NA,NA
Mycetia coriacea,¸ïÒ¶ÏÙİàÄ¾,4,7,9,11,Rubiaceae,Mycetia,WD
Mycetia sinensis,»ªÏÙİàÄ¾,9,10,11,12,Rubiaceae,Mycetia,WD
Myoporum bontioides,¿à¼÷À¶,4,7,4,7,Myoporaceae,Myoporum,WD
Myosoton aquaticum,¶ì³¦²Ë,5,6,6,8,Caryophyllaceae,Myosoton,CB
Myrica rubra,ÑîÃ·,3,4,5,7,Myricaceae,Myrica,WD
Myriophyllum dicoccum,¶ş·Ö¹ûºüÎ²Ôå,5,9,5,9,Haloragaceae,Myriophyllum,CB
Myriophyllum spicatum,Ëë×´¹ÂÎ²Ôå,4,9,4,9,Haloragaceae,Myriophyllum,CB
Myrmechis japonica,ÈÕ±¾È«´½À¼,7,7,NA,NA,Orchidaceae,Myrmechis,CB
Myrsine seguinii,ÃÜ»¨Ê÷,4,5,10,12,Myrsinaceae,Myrsine,WD
Myrsine semiserrata,Õë³İÌú×Ğ,2,4,10,12,Myrsinaceae,Myrsine,WD
Myrsine stolonifera,¹âÒ¶Ìú×Ğ,4,6,12,1,Myrsinaceae,Myrsine,WD
Mytilaria laosensis,¿Ç²Ë¹û,3,6,7,9,Hamamelidaceae,Mytilaria,WD
Najas ancistrocarpa,Íä¹û´ÄÔå,7,10,7,10,Najadaceae,Najas,CB
Najas graminea,,6,10,6,10,Najadaceae,NA,NA
Najas minor,Ğ¡´ÄÔå,6,9,6,9,Najadaceae,Najas,CB
Nandina domestica,ÄÏÌìÖñ,3,6,5,11,Berberidaceae,Nandina,WD
Nanocnide japonica,»¨µã²İ,4,5,6,7,Urticaceae,Nanocnide,CB
Nanocnide lobata,Ã«»¨µã²İ,4,6,6,8,Urticaceae,Nanocnide,CB
Narcissus tazetta var. chinensis,Ë®ÏÉ,2,3,NA,NA,Amaryllidaceae,Narcissus,CB
Neanotis boerhaavioides,¾íÃ«ĞÂ¶ú²İ,5,9,7,10,Rubiaceae,Neanotis,CB
Neanotis hirsuta,±¡Ò¶ĞÂ¶ú²İ,6,10,6,10,Rubiaceae,Neanotis,CB
Neanotis ingrata,³ôÎ¶ĞÂ¶ú²İ,6,8,9,10,Rubiaceae,Neanotis,CB
Neanotis kwangtungensis,¹ã¶«ĞÂ¶ú²İ,6,8,8,11,Rubiaceae,Neanotis,CB
Neanotis wightiana,Î÷ÄÏĞÂ¶ú²İ,5,7,6,10,Rubiaceae,Neanotis,CB
Nelumbo nucifera,Á«,6,10,8,11,Nelumbonaceae,Nelumbo,CB
Neofinetia falcata,·çÀ¼,4,4,NA,NA,Orchidaceae,Neofinetia,CB
Neolitsea aurata,ĞÂÄ¾½ª×Ó,2,3,9,10,Lauraceae,Neolitsea,WD
Neolitsea aurata var. chekiangensis,Õã½­ĞÂÄ¾½ª×Ó,NA,NA,NA,NA,Lauraceae,Neolitsea,WD
Neolitsea aurata var. undulatula,ÕãÃöĞÂÄ¾½ª×Ó,NA,NA,NA,NA,Lauraceae,Neolitsea,WD
Neolitsea brevipes,¶Ì¹£ĞÂÄ¾½ª×Ó,12,1,9,11,Lauraceae,Neolitsea,WD
Neolitsea cambodiana,ĞâÒ¶ĞÂÄ¾½ª×Ó,10,12,7,8,Lauraceae,Neolitsea,WD
Neolitsea cambodiana var. glabra,Ïã¸ÛĞÂÄ¾½ª×Ó,NA,NA,NA,NA,Lauraceae,Neolitsea,WD
Neolitsea chuii,Ñ¼¹«Ê÷,9,10,12,12,Lauraceae,Neolitsea,WD
Neolitsea kwangsiensis,¹ãÎ÷Ä¾½ª×Ó,12,12,8,8,Lauraceae,Neolitsea,WD
Neolitsea levinei,´óÒ¶ĞÂÄ¾½ª×Ó,3,4,8,10,Lauraceae,Neolitsea,WD
Neolitsea ovatifolia,ÂÑÒ¶ĞÂÄ¾½ª×Ó,NA,NA,8,8,Lauraceae,Neolitsea,WD
Neolitsea pulchella,Î×É½ĞÂÄ¾½ª×Ó,10,10,6,7,Lauraceae,Neolitsea,WD
Neolitsea pulchella,ÃÀÀöĞÂÄ¾½ª×Ó,10,11,8,9,Lauraceae,Neolitsea,WD
Neottianthe cucullata,¶şÒ¶¶µ±»À¼,8,9,NA,NA,Orchidaceae,Neottianthe,CB
Nepeta tenuifolia,ÁÑÒ¶¾£½æ,7,9,8,10,Lamiaceae,Nepeta,CB
Nertera nigricarpa,ºÚ¹û±¡Öù²İ,6,7,8,9,Rubiaceae,Nertera,CB
Nertera sinensis,±¡Öù²İ,5,6,7,11,Rubiaceae,Nertera,CB
Nervilia plicata,Ã«Ò¶ÓóÀ¼,5,5,NA,NA,Orchidaceae,Nervilia,CB
Neyraudia arundinacea,´óÀàÂ«,NA,NA,NA,NA,Poaceae,Neyraudia,CB
Neyraudia montana,É½ÀàÂ«,8,10,8,10,Poaceae,Neyraudia,CB
Neyraudia reynaudiana,ÀàÂ«,8,12,8,12,Poaceae,Neyraudia,CB
Nuphar pumila,Æ¼Åî²İ,5,9,NA,NA,Nymphaeaceae,Nuphar,CB
Nymphaea tetragona,Ë¯Á«,6,9,8,10,Nymphaeaceae,Nymphaea,CB
Nymphoides cristata,Ë®Æ¤Á«,9,9,9,9,Menyanthaceae,Nymphoides,CB
Nymphoides indica,½ğÒøÁ«»¨,6,11,6,11,Menyanthaceae,Nymphoides,CB
Nymphoides peltata,Üô²Ë,5,10,5,10,Menyanthaceae,NA,NA
Nyssa sinensis,À¶¹ûÊ÷,4,4,9,9,Nyssaceae,Nyssa,WD
Oberonia japonica,Ğ¡Ò¶ğ°Î²À¼,4,9,NA,NA,Orchidaceae,Oberonia,CB
Oberonia mannii,Ğ¡»¨ğ°Î²À¼,3,6,3,6,Orchidaceae,Oberonia,CB
Oenanthe benghalensis,¶Ì·øË®ÇÛ,5,6,6,7,Apiaceae,Oenanthe,CB
Oenanthe javanica,Ë®ÇÛ,5,8,8,11,Apiaceae,Oenanthe,CB
Oenanthe javanica subsp. rosthornii,ÂÑÒ¶Ë®ÇÛ,8,9,10,11,Apiaceae,Oenanthe,CB
Oenanthe linearis,ÏßÒ¶Ë®ÇÛ,5,7,7,8,Apiaceae,Oenanthe,CB
Ohwia caudata,Ğ¡»±»¨,7,9,9,11,Fabaceae,Ohwia,WD
Oligostachyum glabrescens,ÆÁÄÏÉÙËëÖñ,6,6,NA,NA,Poaceae,Oligostachyum,WD
Oligostachyum lubricum,ËÄ¼¾Öñ,5,5,NA,NA,Poaceae,Oligostachyum,WD
Oligostachyum oedogonatum,Ö×½ÚÉÙËëÖñ,4,5,NA,NA,Poaceae,Oligostachyum,WD
Oligostachyum scabriflorum,²Ú»¨ÉÙËëÖñ,5,5,NA,NA,Poaceae,Oligostachyum,WD
Oligostachyum spongiosum,¶·Öñ,NA,NA,NA,NA,Poaceae,Oligostachyum,WD
Oligostachyum sulcatum,ÉÙËëÖñ,4,5,NA,NA,Poaceae,Oligostachyum,WD
Omphalotrigonotis cupulifera,Ãó¹û²İ,5,7,5,7,Boraginaceae,Omphalotrigonotis,CB
Ophiopogon bodinieri,ÑØ½×²İ,6,7,8,9,Liliaceae,Ophiopogon,CB
Ophiopogon japonicus,Âó¶¬,5,7,8,9,Liliaceae,Ophiopogon,CB
Ophiopogon stenophyllus,ÏÁÒ¶ÑØ½×²İ,7,9,10,11,Liliaceae,Ophiopogon,CB
Ophiorrhiza cantoniensis,¹ãÖİÉß¸ù²İ,NA,NA,NA,NA,Rubiaceae,Ophiorrhiza,CB
Ophiorrhiza chinensis,ÖĞ»ªÉß¸ù²İ,4,8,7,10,Rubiaceae,Ophiorrhiza,CB
Ophiorrhiza exigua,¶«ÄÏÉß¸ù²İ,3,4,NA,NA,Rubiaceae,Ophiorrhiza,CB
Ophiorrhiza japonica,ÈÕ±¾Éß¸ù²İ,3,5,5,10,Rubiaceae,Ophiorrhiza,CB
Ophiorrhiza mitchelloides,¶«ÄÏÉß¸ù²İ,4,4,6,6,Rubiaceae,NA,NA
Ophiorrhiza pumila,¶ÌĞ¡Éß¸ù²İ,4,9,6,10,Rubiaceae,Ophiorrhiza,CB
Ophiuros exaltatus,ÉßÎ²²İ,8,10,8,10,Poaceae,Ophiuros,CB
Opithandra dalzielii,ÉÇÍ·ºóÈïÜÄÌ¦,9,10,NA,NA,Gesneriaceae,Opithandra,CB
Oplismenus compositus,ÖñÒ¶²İ,9,11,9,11,Poaceae,Oplismenus,CB
Oplismenus compositus var. formosanus,Ì¨ÍåÖñÒ¶²İ,9,11,9,11,Poaceae,Oplismenus,CB
Oplismenus compositus var. intermedius,ÖĞ¼äĞÍÖñÒ¶²İ,9,11,9,11,Poaceae,Oplismenus,CB
Oplismenus compositus var. owatarii,´óÒ¶ÖñÒ¶²İ,9,11,9,11,Poaceae,Oplismenus,CB
Oplismenus fujianensis,¸£½¨ÖñÒ¶²İ,7,10,7,10,Poaceae,Oplismenus,CB
Oplismenus patens,ÊèËëÖñÒ¶²İ,9,11,9,11,Poaceae,Oplismenus,CB
Oplismenus undulatifolius,ÇóÃ×²İ,7,11,7,11,Poaceae,Oplismenus,CB
Oplismenus undulatifolius var. imbecillis,ÏÁÒ¶ÇóÃ×²İ,8,11,8,11,Poaceae,Oplismenus,CB
Oplismenus undulatifolius var. japonicus,ÈÕ±¾ÇóÃ×²İ,8,11,8,11,Poaceae,Oplismenus,CB
Oreocharis amabilis,ÂíÁåÜÄÌ¦,NA,NA,11,11,Gesneriaceae,Oreocharis,CB
Oreocharis auricula,³¤°êÂíÁåÜÄÌ¦,5,9,8,11,Gesneriaceae,Oreocharis,CB
Oreocharis auricula var. denticulata,Ï¸³İÂíÁåÜÄÌ¦,7,7,NA,NA,Gesneriaceae,Oreocharis,CB
Oreocharis benthamii var. reticulata,Ê¯ÉÏÁ«,NA,NA,NA,NA,Gesneriaceae,Oreocharis,CB
Oreocharis maximowiczii,´ó»¨Ê¯ÉÏÁ«,4,4,6,6,Gesneriaceae,Oreocharis,CB
Oreocharis sericea,¾îÃ«ÂíÁåÜÄÌ¦,NA,NA,NA,NA,Gesneriaceae,Oreocharis,CB
Oreocharis tubiflora,Í²»¨ÂíÁåÜÄÌ¦,8,9,4,9,Gesneriaceae,Oreocharis,CB
Oreocnide frutescens,×ÏÂé,4,4,8,8,Urticaceae,Oreocnide,WD
Oreorchis fargesii,³¤Ò¶É½À¼,4,5,9,10,Orchidaceae,Oreorchis,CB
Origanum vulgare,Å£ÖÁ,7,2,7,2,Lamiaceae,Origanum,CB
Ormosia balansae,³¤Æêºì¶¹,6,7,10,12,Fabaceae,Ormosia,WD
Ormosia elliptica,ºñ¼Ôºì¶¹,6,10,6,10,Fabaceae,Ormosia,WD
Ormosia henryi,»¨éµÄ¾,7,12,7,12,Fabaceae,Ormosia,WD
Ormosia hosiei,ºì¶¹Ê÷,6,11,6,11,Fabaceae,Ormosia,WD
Ormosia indurata,ÈÍ¼Ôºì¶¹,5,5,NA,NA,Fabaceae,Ormosia,WD
Ormosia microphylla,Ğ¡Ò¶ºì¶¹,NA,NA,NA,NA,Fabaceae,Ormosia,WD
Ormosia microphylla var. tomentosa,ÈŞÃ«Ğ¡Ò¶ºì¶¹,NA,NA,NA,NA,Fabaceae,Ormosia,WD
Ormosia semicastrata,Èí¼Ôºì¶¹,5,9,5,9,Fabaceae,Ormosia,WD
Ormosia semicastrata f. pallida,²ÔÒ¶ºì¶¹,NA,NA,NA,NA,Fabaceae,Ormosia,WD
Ormosia xylocarpa,Ä¾¼Ôºì¶¹,6,10,6,10,Fabaceae,Ormosia,WD
Oryza rufipogon,Ò°Éúµ¾,4,5,4,5,Poaceae,Oryza,CB
Oryza sativa,µ¾,NA,NA,NA,NA,Poaceae,Oryza,CB
Osbeckia chinensis,½ğ½õÏã,7,9,9,11,Melastomataceae,Osbeckia,CB
Osbeckia crinita,¼Ù³¯Ìì¹Ş,8,11,10,12,Melastomataceae,Osbeckia,WD
Osbeckia opipara,³¯Ìì¹Ş,6,10,7,11,Melastomataceae,Osbeckia,WD
Osbeckia stellata,ĞÇÃ«½ğ½õÏã,7,11,10,12,Melastomataceae,Osbeckia,WD
Osmanthus cooperi,Äş²¨Ä¾Ï¬,9,10,5,6,Oleaceae,Osmanthus,WD
Osmanthus fragrans,Ä¾Ï¬,8,10,4,6,Oleaceae,Osmanthus,WD
Osmanthus henryi,ÃÉ×Ô¹ğ»¨,10,11,5,5,Oleaceae,Osmanthus,WD
Osmanthus marginatus,ºñ±ßÄ¾Ï¬,5,6,9,11,Oleaceae,Osmanthus,WD
Osmanthus marginatus var. longissimus,³¤Ò¶Ä¾Ï¬,NA,NA,NA,NA,Oleaceae,Osmanthus,WD
