scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Michelia martinii,黄心夜合,2,3,8,9,WD
Michelia maudiae,深山含笑,2,3,9,10,WD
Michelia mediocris,白花含笑,12,1,6,7,WD
Michelia odora,观光木,3,4,9,10,WD
Michelia skinneriana,野含笑,5,6,8,9,WD
Michelia wilsonii subsp. szechuanica,川含笑,4,4,9,9,WD
Michelia yunnanensis,云南含笑,3,4,8,9,WD
Microstegium fasciculatum,蔓生莠竹,8,1,8,1,CB
Microstegium japonicum,日本莠竹,6,9,6,9,CB
Microstegium nudum,竹叶茅,8,10,8,10,CB
Microstegium vimineum,柔枝莠竹,8,11,8,11,CB
Microtis unifolia,葱叶兰,NA,NA,NA,NA,CB
Microtoena prainiana,南川冠唇花,7,8,9,10,CB
Microtoena subspicata,近穗状冠唇花,10,10,11,11,CB
Microtoena urticifolia,麻叶冠唇花,NA,NA,NA,NA,CB
Microtoena urticifolia var. brevipedunculata,短梗麻叶冠唇花,NA,NA,NA,NA,CB
Microtropis biflora,双花假卫矛,12,3,12,2,WD
Microtropis fokienensis,福建假卫矛,NA,NA,NA,NA,WD
Microtropis gracilipes,密花假卫矛,4,4,NA,NA,WD
Microtropis obliquinervia,斜脉假卫矛,1,12,NA,NA,WD
Microtropis triflora,三花假卫矛,8,9,8,10,WD
Milium effusum,粟草,5,7,5,7,CB
Miliusa chunii,野独活,4,7,7,12,WD
Millettia congestiflora,密花崖豆藤,6,8,9,10,WD
Millettia kiangsiensis,江西崖豆藤,6,8,9,10,WD
Millettia pachycarpa,厚果崖豆藤,4,6,7,11,WD
Millettia pulchra,印度崖豆,4,8,6,10,WD
Millettia pulchra var. laxior,疏叶崖豆,4,8,6,10,WD
Millettia velutina,绒毛崖豆,5,5,7,7,WD
Mimulus bracteosus,小苞沟酸浆,6,7,6,7,CB
Mimulus szechuanensis,四川沟酸浆,6,8,NA,NA,CB
Mimulus tenellus,沟酸浆,6,9,6,9,CB
Mimulus tenellus var. nepalensis,尼泊尔沟酸浆,NA,NA,NA,NA,CB
Miscanthus lutarioriparius,南荻,NA,NA,NA,NA,CB
Miscanthus sinensis,芒,7,12,7,12,CB
Mitrasacme pygmaea,水田白,6,7,8,9,CB
Mitreola pedicellata,大叶度量草,3,5,6,7,CB
Moehringia trinervia,三脉种阜草,5,6,6,7,CB
Mollugo stricta,粟米草,6,9,6,9,CB
Momordica cochinchinensis,木鳖子,6,8,8,10,CB
Monochasma savatieri,白毛鹿茸草,3,4,NA,NA,CB
Monochasma sheareri,鹿茸草,NA,NA,NA,NA,CB
Monochoria korsakowii,雨久花,7,8,9,10,CB
Monochoria vaginalis,鸭舌草,8,9,9,10,CB
Monotropa hypopitys,松下兰,7,8,9,10,CB
Monotropa uniflora,水晶兰,8,9,10,11,CB
Monotropastrum humile,球果假沙晶兰,4,8,5,9,CB
Morinda badia,栗色巴戟,6,6,10,10,WD
Morinda citrina,金叶巴戟,4,7,10,11,WD
Morinda hupehensis,湖北巴戟,7,8,10,11,WD
Morinda nanlingensis,南岭鸡眼藤,6,6,10,10,WD
Morinda officinalis,巴戟天,5,7,10,11,WD
Morinda parvifolia,鸡眼藤,4,6,7,8,WD
Morinda rugulosa,皱面鸡眼藤,7,7,12,12,WD
Morinda umbellata subsp. obovata,羊角藤,6,7,10,11,WD
Morus alba,桑,4,5,5,7,WD
Morus australis,鸡桑,3,4,5,6,WD
Morus cathayana,华桑,4,5,5,6,WD
Morus mongolica,蒙桑,3,4,4,6,WD
Morus notabilis,川桑,4,5,5,6,WD
Morus wittiorum,长穗桑,4,5,5,6,WD
Mosla cavaleriei,小花荠苎,9,11,10,12,CB
Mosla chinensis,石香薷,6,9,7,11,CB
Mosla dianthera,小鱼仙草,5,11,5,11,CB
Mosla longibracteata,长苞荠苎,9,10,10,11,CB
Mosla scabra,石荠苎,5,11,9,11,CB
Mucuna birdwoodiana,白花油麻藤,4,6,7,10,WD
Mucuna championii,港油麻藤,8,8,NA,NA,WD
Mucuna lamellata,褶皮黧豆,4,5,9,10,WD
Mucuna pruriens var. utilis,黧豆,10,10,11,11,CB
Mucuna sempervirens,常春油麻藤,4,5,8,10,WD
Muhlenbergia huegelii,乱子草,7,1,7,10,CB
Muhlenbergia japonica,日本乱子草,7,11,7,11,CB
Muhlenbergia ramosa,多枝乱子草,7,10,7,10,CB
Munronia unifoliolata,单叶地黄连,7,9,NA,NA,WD
Murdannia hookeri,根茎水竹叶,6,9,6,9,CB
Murdannia keisak,疣草,8,9,NA,NA,CB
Murdannia loriformis,牛轭草,5,10,5,10,CB
Murdannia nudiflora,裸花水竹叶,8,9,8,9,CB
Murdannia simplex,细竹篙草,4,9,NA,NA,CB
Murraya koenigii,调料九里香,3,4,7,8,WD
Murraya paniculata,千里香,4,10,4,2,WD
Musa balbisiana,野蕉,NA,NA,NA,NA,CB
Mussaenda densiflora,密花玉叶金花,5,5,NA,NA,WD
Mussaenda divaricata,展枝玉叶金花,5,9,10,10,WD
Mussaenda erosa,楠藤,4,7,9,12,WD
Mussaenda esquirolii,黐花,5,7,7,10,WD
Mussaenda hirsutula,粗毛玉叶金花,4,6,7,1,WD
Mussaenda kwangsiensis,广西玉叶金花,9,11,NA,NA,WD
Mussaenda pubescens,玉叶金 花,4,7,6,12,WD
Mycetia sinensis,华腺萼木,7,8,9,11,WD
Myosoton aquaticum,鹅肠菜,4,7,5,8,CB
Myriactis nepalensis,圆舌粘冠草,4,11,4,11,CB
Myrica esculenta,毛杨梅,9,10,3,4,WD
Myrica rubra,杨梅,4,4,6,7,WD
Myrioneuron faberi,密脉木,8,8,10,12,CB
Myriophyllum spicatum,穗状孤尾藻,4,9,4,9,CB
Myriophyllum verticillatum,狐尾藻,4,9,4,9,CB
Myrsine africana,铁仔,2,6,11,1,WD
Myrsine elliptica,广西铁仔,6,6,11,11,WD
Myrsine linearis,打铁树,12,1,7,11,WD
Myrsine seguinii,密花树,4,5,10,12,WD
Myrsine semiserrata,针齿铁仔,2,4,10,12,WD
Myrsine stolonifera,光叶铁仔,4,6,12,1,WD
Mytilaria laosensis,壳菜果,3,6,7,9,WD
Najas minor,小茨藻,6,10,6,10,CB
Nandina domestica,南天竹,5,7,8,11,WD
Nanocnide japonica,花点草,4,5,6,7,CB
Nanocnide lobata,毛花点草,4,6,6,8,CB
Neanotis boerhaavioides,卷毛新耳草,4,8,7,8,CB
Neanotis hirsuta,薄叶新耳草,6,10,6,10,CB
Neanotis ingrata,臭味新耳草,6,9,7,7,CB
Neanotis wightiana,西南新耳草,5,7,6,10,CB
Nechamandra alternifolia,虾子草,NA,NA,NA,NA,CB
Neillia ribesioides,毛叶绣线梅,5,6,7,8,WD
Neillia sinensis,中华绣线梅,5,6,7,8,WD
Neillia thibetica,西康绣线梅,5,6,7,9,WD
Nelumbo nucifera,莲,6,8,8,10,CB
Neolitsea aurata,新木姜子,2,3,9,10,WD
Neolitsea aurata var. chekiangensis,浙江新木姜子,NA,NA,NA,NA,WD
Neolitsea aurata var. glauca,粉叶新木姜子,NA,NA,NA,NA,WD
Neolitsea aurata var. paraciculata,云和新木姜子,NA,NA,NA,NA,WD
Neolitsea brevipes,短梗新木姜子,12,1,9,11,WD
Neolitsea cambodiana,锈叶新木姜子,10,12,7,8,WD
Neolitsea chuii,鸭公树,9,11,次年9,次年11,WD
Neolitsea confertifolia,簇叶新木姜子,4,5,9,10,WD
Neolitsea hsiangkweiensis,湘桂新木姜子,2,3,9,11,WD
Neolitsea kwangsiensis,广西木姜子,12,12,8,8,WD
Neolitsea levinei,大叶新木姜子,3,4,8,10,WD
Neolitsea longipedicellata,长梗新木姜子,3,4,11,11,WD
Neolitsea phanerophlebia,显脉新木姜子,10,11,7,8,WD
Neolitsea pinninervis,羽脉新木姜了,3,4,8,9,WD
Neolitsea pulchella,美丽新木姜子,12,3,次年9,次年11,WD
Neolitsea shingningensis,新宁新木姜子,3,4,9,10,WD
Neolitsea sutchuanensis,四川新木姜子,NA,NA,11,12,WD
Neolitsea wushanica,巫山新木姜子,9,11,次年6,次年9,WD
Neolitsea wushanica var. pubens,紫云山新木姜子,NA,NA,NA,NA,WD
Neomartinella grandiflora,大花堇叶芥,4,4,NA,NA,CB
Neomartinella violifolia,堇叶芥,2,4,3,5,CB
Neomartinella yungshunensis,永顺堇叶芥,4,4,5,5,CB
Nepeta fordii,心叶荆芥,4,10,4,10,CB
Nertera sinensis,薄柱草,7,8,7,11,CB
Neyraudia reynaudiana,类芦,8,12,8,12,CB
Nothapodytes pittosporoides,马比木,4,6,6,8,WD
Notoseris henryi,多裂紫菊,8,12,8,12,CB
Notoseris psilolepis,紫菊,9,11,9,11,CB
Nuphar pumila,萍蓬草,5,9,NA,NA,CB
Nuphar pumila subsp. sinensis,中华萍蓬草,5,9,5,9,CB
Nymphaea tetragona,睡莲,6,8,NA,NA,CB
Nymphoides cristata,水皮莲,9,9,9,9,CB
Nymphoides indica,金银莲花,8,10,8,10,CB
Nymphoides peltatum,荇菜,NA,NA,NA,NA,CB
Nyssa leptophylla,薄叶蓝果树,NA,NA,9,9,WD
Nyssa sinensis,蓝果树,4,4,9,9,WD
Oberonia caulescens,狭叶鸢尾兰,7,10,7,10,CB
Oberonia japonica,小叶鸢尾兰,4,7,NA,NA,CB
Ocimum basilicum var. pilosum,罗勒疏柔毛变种,NA,NA,NA,NA,CB
Oenanthe benghalensis,短辐水芹,5,6,6,7,CB
Oenanthe javanica,水芹,6,7,8,9,CB
Oenanthe javanica subsp. rosthornii,卵叶水芹,8,9,10,11,CB
Oenanthe linearis,线叶水芹,5,7,7,8,CB
Oenanthe linearis subsp. rivularis,蒙自水芹,NA,NA,NA,NA,CB
Oenanthe thomsonii subsp. stenophylla,窄叶水芹,NA,NA,NA,NA,CB
Ohwia caudata,小槐花,7,9,9,11,WD
Olea guangxiensis,广西木犀榄,5,5,8,12,WD
Oligostachyum scabriflorum,糙花少穗竹,5,5,NA,NA,WD
Omphalotrigonotis cupulifera,皿果草,5,7,5,7,CB
Ophiopogon angustifoliatus,短药沿街草,7,8,9,10,CB
Ophiopogon bockianus,连药沿阶草,6,7,8,8,CB
Ophiopogon bodinieri,沿阶草,6,8,8,10,CB
Ophiopogon clavatus,棒叶沿阶草,5,6,7,8,CB
Ophiopogon dracaenoides,褐鞘沿阶草,8,8,9,10,CB
Ophiopogon heterandrus,异药沿街草,7,7,NA,NA,CB
Ophiopogon intermedius,间型沿阶草,5,8,8,10,CB
Ophiopogon japonicus,麦冬,5,8,8,9,CB
Ophiopogon mairei,西南沿阶草,5,7,7,8,CB
Ophiopogon platyphyllus,宽叶沿阶草,5,6,7,8,CB
Ophiopogon sparsiflorus,疏花沿阶草,5,5,6,7,CB
Ophiopogon stenophyllus,狭叶沿阶草,7,9,10,11,CB
Ophiopogon sylvicola,林生沿阶草,6,7,8,9,CB
Ophiorrhiza cantoniensis,广州蛇根草,NA,NA,NA,NA,CB
Ophiorrhiza chinensis,中华蛇根草,12,5,3,8,CB
Ophiorrhiza hunanica,湖南蛇根草,11,11,NA,NA,CB
Ophiorrhiza japonica,日本蛇根草,8,8,3,8,CB
Ophiorrhiza pumila,短小蛇根草,4,9,6,10,CB
Ophiorrhiza rufipilis,红毛蛇根草,2,2,NA,NA,CB
Opithandra obtusidentata,钝齿后蕊苣苔,5,5,NA,NA,CB
Oplismenus compositus,竹叶草,9,11,9,11,CB
Oplismenus compositus var. intermedius,中间型竹叶草,9,11,9,11,CB
Oplismenus undulatifolius,求米草,7,11,7,11,CB
Oplismenus undulatifolius var. imbecillis,狭叶求米草,8,11,8,11,CB
Oplismenus undulatifolius var. japonicus,日本求米草,8,11,8,11,CB
Opuntia stricta var. dillenii,仙人掌,NA,NA,NA,NA,WD
Oreocharis auricula,长瓣马铃苣苔,5,9,8,11,CB
Oreocharis benthamii,大叶石上莲,4,10,8,11,CB
Oreocharis maximowiczii,大花石上莲,4,4,6,6,CB
Oreocharis nemoralis,湖南马铃苣苔,NA,NA,NA,NA,CB
Oreocharis sericea,绢毛马铃苣苔,NA,NA,NA,NA,CB
Oreocharis xiangguiensis,湘桂马铃苣苔,8,9,9,10,CB
Oreocnide frutescens,紫麻,2,4,6,10,WD
Oreocnide obovata,倒卵叶紫麻,2,2,5,8,WD
Oreocnide obovata var. paradoxa,凹尖紫麻,NA,NA,NA,NA,WD
Oreorchis fargesii,长叶山兰,5,6,9,10,CB
Oreorchis patens,山兰,6,7,9,10,CB
Origanum vulgare,牛至,7,9,10,12,CB
Orixa japonica,臭常山,4,5,9,11,WD
Ormosia glaberrima,光叶红豆,6,6,10,10,WD
Ormosia henryi,花榈木,7,8,10,11,WD
Ormosia hosiei,红豆树,4,5,9,11,WD
Ormosia microphylla,小叶红豆,NA,NA,NA,NA,WD
Ormosia nuda,秃叶红豆,7,8,10,10,WD
Ormosia semicastrata,软荚红豆,4,5,10,10,WD
Ormosia semicastrata f. pallida,苍叶红豆,5,5,9,3,WD
Ormosia sericeolucida,亮毛红豆,8,8,10,10,WD
Ormosia xylocarpa,木荚红豆,6,7,10,11,WD
Orychophragmus violaceus,诸葛菜,3,5,4,6,CB
Oryza sativa,稻,NA,NA,NA,NA,CB
Osbeckia chinensis,金锦香,7,9,9,11,CB
Osbeckia crinita,假朝天罐,8,11,10,12,WD
Osbeckia opipara,朝天罐,NA,NA,NA,NA,WD
Osbeckia stellata,星毛金锦香,7,11,10,12,WD
Osmanthus armatus,红柄木犀,9,10,4,6,WD
Osmanthus attenuatus,狭叶木犀,9,9,NA,NA,WD
Osmanthus cooperi,宁波木犀,9,10,5,6,WD
Osmanthus fordii,石山桂花,NA,NA,NA,NA,WD
Osmanthus fragrans,木犀,9,10,3,3,WD
Osmanthus gracilinervis,细脉木犀,9,10,4,5,WD
Osmanthus henryi,蒙自桂花,10,11,5,5,WD
Osmanthus marginatus,厚边木犀,5,6,11,12,WD
Osmanthus marginatus var. longissimus,长叶木犀,NA,NA,NA,NA,WD
Osmanthus matsumuranus,牛矢果,5,6,11,12,WD
Osmanthus reticulatus,网脉木犀,10,11,5,6,WD
Osmanthus venosus,毛木犀,8,9,NA,NA,WD
Osmanthus yunnanensis,野桂花,4,5,7,8,WD
Ostericum citriodorum,隔山香,6,8,8,10,CB
Ostericum huadongense,华东山芹,8,10,8,10,CB
Ostrya multinervis,多脉铁木,5,6,7,8,WD
Oxalis griffithii,山酢浆草,3,9,5,10,CB
Oyama sieboldii,天女花,5,6,8,9,WD
Oyama sinensis,圆叶天女花,5,6,9,10,WD
Pachygone sinica,粉绿藤,8,9,10,12,WD
Pachysandra axillaris,板凳果,2,5,9,10,WD
Pachysandra terminalis,顶花板凳果,4,5,4,5,WD
Padus brachypoda,短梗稠李,4,5,5,9,WD
Padus buergeriana,橉木,4,5,6,7,WD
Padus grayana,灰叶稠李,4,5,6,10,WD
Padus napaulensis,粗梗稠李,11,11,次年6,次年6,WD
Padus obtusata,细齿稠李,4,5,6,9,WD
Padus velutina,毡毛稠李,4,5,6,9,WD
Padus wilsonii,绢毛稠李,4,5,6,7,WD
Paederia cavaleriei,耳叶鸡矢藤,6,7,10,11,WD
Paederia pertomentosa,白毛鸡矢藤,6,7,10,11,CB
Paederia scandens,鸡矢藤,NA,NA,NA,NA,WD
Paederia scandens var. tomentosa,毛鸡矢藤,NA,NA,NA,NA,WD
Paederia yunnanensis,云南鸡矢藤,6,10,7,12,WD
Paeonia lactiflora,芍药,5,6,8,8,CB
Paeonia obovata,草芍药,5,6,9,9,CB
Paeonia obovata subsp. willmottiae,毛叶草芍药,NA,NA,NA,NA,CB
Paeonia ostii,凤丹,4,5,8,8,WD
Paeonia suffruticosa,牡丹,4,5,8,8,WD
Paliurus hemsleyanus,铜钱树,4,6,7,9,WD
Paliurus hirsutus,硬毛马甲子,6,8,8,10,WD
Paliurus ramosissimus,马甲子,5,8,9,10,WD
Panax japonicus,竹节参,5,6,7,9,CB
Panax notoginseng,三七,7,8,8,10,CB
Panicum brevifolium,短叶黍,5,12,5,12,CB
Panicum incomtum,藤竹草,7,3,7,3,CB
Panicum notatum,心叶稷,5,11,5,11,CB
Paraboea crassifolia,厚叶蛛毛苣苔,6,7,9,9,CB
Paraboea dictyoneura,网脉蛛毛苣苔,4,4,5,6,CB
Paraboea sinensis,蛛毛苣苔,6,7,8,8,WD
Paraixeris denticulata,黄瓜菜,5,11,5,11,CB
Paraixeris humifusa,心叶黄瓜菜,8,9,8,9,CB
Paraixeris pinnatipartita,羽裂黄瓜菜,6,11,6,11,CB
Parakmeria lotungensis,乐东拟单性木兰,4,5,8,9,WD
Parakmeria nitida,光叶拟单性木兰,3,5,9,10,WD
Parakmeria omeiensis,峨眉拟单性木兰,5,5,9,9,WD
Parakmeria yunnanensis,云南拟单性木兰,NA,NA,NA,NA,WD
Paraphlomis albida,白毛假糙苏,7,10,NA,NA,CB
Paraphlomis albida var. brevidens,白毛假糙苏短齿变种,NA,NA,NA,NA,CB
Paraphlomis albotomentosa,绒毛假糙苏,NA,NA,NA,NA,CB
Paraphlomis gracilis,纤细假糙苏,NA,NA,NA,NA,CB
Paraphlomis javanica,假糙苏,6,8,8,12,CB
Paraphlomis javanica var. angustifolia,假糙苏狭叶变种,NA,NA,NA,NA,CB
Paraphlomis javanica var. coronata,小叶假糙苏,NA,NA,NA,NA,CB
Paraphlomis lanceolata,长叶假糙苏,4,8,8,9,CB
Paraphlomis lanceolata var. sessilifolia,长叶假糙苏无柄变种,NA,NA,NA,NA,CB
Paraphlomis lanceolata var. subrosea,长叶假糙苏红花变种,NA,NA,NA,NA,CB
Paraphlomis subcoriacea,近革叶假糙苏,NA,NA,NA,NA,CB
Paraprenanthes diversifolia,林生假福王草,2,8,2,8,CB
Paraprenanthes heptantha,雷山假福王草,5,7,5,7,CB
Paraprenanthes multiformis,三裂假福王草,5,8,5,8,CB
Paraprenanthes pilipes,节毛假福王草,5,7,5,7,CB
Paraprenanthes sororia,假福王草,5,8,5,8,CB
Paraprenanthes sylvicola,林生假福王草,2,8,2,8,CB
Parasenecio ainsliiflorus,兔儿风蟹甲草,7,8,9,10,CB
Parasenecio ambiguus,两假蟹甲草,7,8,9,10,CB
Parasenecio bulbiferoides,珠芽蟹甲草,9,9,NA,NA,CB
Parasenecio otopteryx,耳翼蟹甲草,7,9,7,9,CB
Parasenecio profundorum,深山蟹甲草,8,9,8,9,CB
Parasenecio rubescens,矢镞叶蟹甲草,7,8,9,9,CB
Parasenecio subglaber,无毛蟹甲草,7,7,9,10,CB
Parastyrax lacei,茉莉果,1,3,6,8,WD
Parietaria micrantha,墙草,7,7,8,9,CB
Paris delavayi,金线重楼,4,5,9,10,CB
Paris fargesii,球药隔重楼,5,5,7,9,CB
Paris fargesii var. petiolata,具柄重楼,NA,NA,NA,NA,CB
Paris polyphylla,七叶一枝花,4,7,8,11,CB
Paris polyphylla var. chinensis,华重楼,NA,NA,NA,NA,CB
Paris polyphylla var. latifolia,宽叶重楼,NA,NA,NA,NA,CB
Paris polyphylla var. pseudothibetica,长药隔重楼,NA,NA,NA,NA,CB
Paris polyphylla var. stenophylla,狭叶重楼,NA,NA,NA,NA,CB
Paris polyphylla var. yunnanensis,滇重楼,NA,NA,NA,NA,CB
Paris thibetica,黑籽重楼,4,7,7,8,CB
Paris vaniotii,平伐重楼,6,6,NA,NA,CB
Paris verticillata,北重楼,5,6,7,9,CB
Parnassia chinensis,中国梅花草,7,8,NA,NA,CB
Parnassia crassifolia,鸡心梅花草,7,8,9,9,CB
Parnassia delavayi,突隔梅花草,7,8,9,9,CB
Parnassia foliosa,白耳菜,8,9,9,9,CB
Parnassia wightiana,鸡肫草,7,8,9,9,CB
Parthenocissus dalzielii,异叶地锦,5,7,7,11,WD
Parthenocissus feddei,长柄地锦,6,7,8,10,WD
Parthenocissus feddei var. pubescens,锈毛长柄地锦,NA,NA,NA,NA,WD
Parthenocissus henryana,花叶地锦,5,7,8,10,WD
Parthenocissus laetevirens,绿叶地锦,7,8,9,11,WD
Parthenocissus semicordata,三叶地锦,5,7,9,10,WD
Parthenocissus suberosa,栓翅地锦,7,8,9,11,WD
Parthenocissus tricuspidata,地锦,5,8,9,10,WD
Parvatia brunoniana subsp. elliptica,牛藤果,NA,NA,NA,NA,
Paspalum longifolium,长叶雀稗,7,10,7,10,CB
Paspalum scrobiculatum,鸭毑,5,9,5,9,CB
Paspalum scrobiculatum var. orbiculare,圆果雀稗,6,11,6,11,CB
Paspalum thunbergii,雀稗,5,10,5,10,CB
Patrinia heterophylla,异叶败酱,7,9,8,10,CB
Patrinia monandra,少蕊败酱,8,9,9,10,CB
Patrinia monandra var. formosana,台湾败酱,NA,NA,NA,NA,CB
Patrinia punctiflora,斑花败酱,7,10,8,10,CB
Patrinia scabiosifolia,败酱,7,9,9,10,CB
Patrinia villosa,白花败酱,8,10,9,11,CB
Paulownia × taiwaniana,南方泡桐,NA,NA,NA,NA,WD
Paulownia fargesii,川泡桐,4,5,8,9,WD
Paulownia fortunei,白花泡桐,3,4,7,8,WD
Paulownia kawakamii,台湾泡桐,4,5,8,9,WD
Paulownia tomentosa,毛泡桐,4,5,8,9,WD
Pavetta arenosa,大沙叶,4,5,10,11,WD
Pedicularis fargesii,法氏马先蒿,6,7,8,9,CB
Pedicularis henryi,亨氏马先蒿,5,9,8,11,CB
Pedicularis nanchuanensis,南川马先蒿,5,6,7,8,CB
Pedicularis resupinata,返顾马先蒿,6,8,7,9,CB
Pedicularis resupinata subsp. crassicaulis,粗茎返顾马先蒿,5,6,NA,NA,CB
Peliosanthes macrostegia,大盖球子草,4,6,7,9,CB
Pellionia brevifolia,短叶赤车,5,5,7,7,CB
Pellionia grijsii,华南赤车,10,5,NA,NA,CB
Pellionia heteroloba,异被赤车,10,2,NA,NA,CB
Pellionia radicans,赤车,5,12,NA,NA,CB
Pellionia retrohispida,曲毛赤车,4,6,NA,NA,CB
Pellionia scabra,蔓赤车,7,8,9,10,WD
Pennisetum alopecuroides,狼尾草,6,11,6,11,CB
Pennisetum flaccidum,白草,7,10,7,10,CB
Pennisetum shaanxiense,陕西狼尾草,7,11,7,11,CB
Pentanema indicum,苇谷草,9,4,NA,NA,CB
Pentaphragma spicatum,直序五膜草,5,7,10,11,CB
Pentaphylax euryoides,五列木,NA,NA,NA,NA,WD
Pentasachme caudatum,石萝藦,4,10,7,12,CB
Penthorum chinense,扯根菜,7,8,7,8,CB
Peperomia blanda,石蝉草,4,7,10,12,CB
Peracarpa carnosa,袋果草,3,5,4,11,CB
Pericampylus glaucus,细圆藤,4,6,9,10,WD
Perilla frutescens var. purpurascens,野生紫苏,NA,NA,NA,NA,CB
Peristrophe bivalvis,观音草,8,3,NA,NA,CB
Peristrophe japonica,九头狮子草,7,2,7,10,CB
Peristylus affinis,小花阔蕊兰,NA,NA,NA,NA,CB
Peristylus calcaratus,长须阔蕊兰,7,9,NA,NA,CB
Peristylus densus,狭穗阔蕊兰,7,9,NA,NA,CB
Peristylus goodyeroides,阔蕊兰,6,8,NA,NA,CB
Perrottetia racemosa,核子木,5,9,8,11,WD
Pertusadina hainanensis,海南槽裂木,NA,NA,NA,NA,WD
Pertya cordifolia,心叶帚菊,9,10,NA,NA,WD
Pertya corymbosa,疏花帚菊,7,10,NA,NA,WD
Petasites japonicus,蜂斗菜,4,5,6,6,CB
Petasites tricholobus,毛裂蜂斗菜,4,6,NA,NA,CB
Petrocodon dealbatus,石山苣苔,6,9,NA,NA,CB
Petrocodon dealbatus var. denticulatus,齿缘石山苣苔,NA,NA,NA,NA,CB
Petrosavia sakuraii,蔬毛无叶莲,7,8,10,10,CB
Peucedanum formosanum,台湾前胡,7,8,9,10,CB
Peucedanum longshengense,南岭前胡,7,9,7,9,CB
Peucedanum medicum,华中前胡,7,9,10,11,CB
Peucedanum medicum var. gracile,岩前胡,NA,NA,NA,NA,CB
Peucedanum praeruptorum,前胡,8,9,10,11,CB
Peucedanum wulongense,武隆前胡,8,9,10,10,CB
Phacellanthus tubiflorus,黄筒花,5,7,7,8,CB
Phaenosperma globosa,显子草,5,9,5,9,CB
Phaius flavus,黄花鹤顶兰,4,10,NA,NA,CB
Phalaris arundinacea,虉草,6,8,6,8,CB
Phedimus aizoon,黄菜,6,7,8,9,CB
Phedimus odontophyllus,齿叶费菜,4,6,6,6,CB
Phellodendron amurense,黄檗,5,6,9,10,WD
Phellodendron chinense,秃叶黄檗,5,6,9,11,WD
Philadelphus sericanthus,绢毛山梅花,5,6,8,9,WD
Philadelphus sericanthus var. kulingensis,牯岭山梅花,6,6,NA,NA,WD
Philadelphus subcanus,毛柱山梅花,6,7,8,10,WD
Philadelphus tomentosus,绒毛山梅花,6,7,8,10,WD
Philadelphus zhejiangensis,浙江山梅花,5,6,7,11,WD
Phleum paniculatum,鬼蜡烛,4,8,4,8,CB
Phlomis umbrosa,糙苏,6,9,9,9,CB
Phlomis umbrosa var. australis,糙苏南方变种,NA,NA,NA,NA,CB
Phoebe bournei,闽楠,4,4,10,11,WD
Phoebe chekiangensis,浙江楠,4,5,9,10,WD
Phoebe chinensis,山楠,4,5,6,7,WD
Phoebe faberi,竹叶楠,4,5,6,7,WD
Phoebe formosana,台楠,5,5,10,10,WD
Phoebe hui,细叶楠,4,5,8,9,WD
Phoebe hunanensis,湘楠,5,6,8,9,WD
Phoebe neurantha,白楠,4,5,8,10,WD
Phoebe neuranthoides,光枝楠,4,5,9,10,WD
Phoebe sheareri,紫楠,4,5,9,10,WD
Phoebe zhennan,楠木,4,5,9,10,WD
Pholidota cantonensis,细叶石仙桃,4,4,8,9,CB
Pholidota chinensis,石仙桃,4,5,9,1,CB
Pholidota yunnanensis,云南石仙桃,5,5,9,10,CB
Photinia beauverdiana,中华石楠,5,5,7,8,WD
Photinia beauverdiana var. brevifolia,短叶中华石楠,NA,NA,NA,NA,WD
Photinia benthamiana,闽粤石楠,4,5,7,8,WD
Photinia bodinieri,贵州石楠,5,6,7,8,WD
Photinia callosa,厚齿石楠,4,4,9,9,WD
Photinia chihsiniana,临桂石楠,4,5,10,10,WD
Photinia fokienensis,福建石楠,5,5,7,9,WD
Photinia glabra,光叶石楠,4,4,10,10,WD
Photinia glomerata,球花石楠,5,5,9,9,WD
Photinia hirsuta,褐毛石楠,4,5,7,8,WD
Photinia impressivena,陷脉石楠,4,4,10,10,WD
Photinia komarovii,垂丝石楠,6,6,NA,NA,WD
Photinia lanuginosa,绵毛石楠,4,4,NA,NA,WD
Photinia lasiogyna,倒卵叶石楠,5,6,9,10,WD
Photinia lasiogyna var. glabrescens,脱毛石楠,NA,NA,NA,NA,WD
Photinia parvifolia,小叶石楠,5,5,6,7,WD
Photinia prunifolia,桃叶石楠,4,5,6,7,WD
Photinia schneideriana,绒毛石楠,4,5,6,7,WD
Photinia schneideriana var. parviflora,小花石楠,NA,NA,NA,NA,WD
Photinia serratifolia,石楠,4,5,9,10,WD
Photinia villosa,毛叶石楠,4,5,6,7,WD
Photinia villosa var. glabricalcyina,光萼石楠,NA,NA,NA,NA,WD
Photinia villosa var. sinica,庐山石楠,NA,NA,NA,NA,WD
Photinia zhejiangensis,浙江石楠,4,5,10,11,WD
Phragmites karka,卡开芦,8,12,8,12,CB
Phryma leptostachya subsp. asiatica,透骨草,6,10,8,12,CB
Phtheirospermum japonicum,松蒿,6,10,6,10,CB
Phyla nodiflora,过江藤,6,10,6,10,CB
Phyllagathis cavaleriei,锦香草,6,8,7,9,CB
Phyllagathis cavaleriei var. tankahkeei,短毛熊巴掌,NA,NA,NA,NA,CB
Phyllagathis gracilis,细梗锦香草,8,9,NA,NA,WD
Phyllagathis latisepala,宽萼锦香草,9,9,9,9,CB
Phyllagathis nudipes,秃柄锦香草,NA,NA,NA,NA,WD
