sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Oreorchis fargesii,³¤Ò¶É½À¼,5,6,9,10,Oreorchis,Orchidaceae,CB
Oreorchis nana,Ó²Ò¶É½À¼,6,7,NA,NA,Oreorchis,Orchidaceae,CB
Oreorchis patens,É½À¼,6,7,9,10,Oreorchis,Orchidaceae,CB
Origanum vulgare,Å£ÖÁ,6,9,10,12,Origanum,Lamiaceae,CB
Orinus kokonorica,Çàº£¹ÌÉ³²İ,8,8,NA,NA,Orinus,Poaceae,CB
Orinus thoroldii,¹ÌÉ³²İ,8,8,NA,NA,Orinus,Poaceae,CB
Ormosia hosiei,ºì¶¹Ê÷,4,5,10,11,Ormosia,Fabaceae,WD
Orobanche cernua,,5,7,7,9,Orobanche,Orobanchaceae,NA
Orostachys chanetii,Ëş»¨ÍßËÉ,9,9,10,10,Orostachys,Crassulaceae,CB
Orostachys fimbriata,ÍßËÉ,8,9,9,10,NA,Crassulaceae,CB
Orostachys thyrsiflora,Ğ¡°úÍßËÉ,7,8,NA,NA,NA,Crassulaceae,CB
Orthilia obtusata,¶ÛÒ¶µ¥²à»¨,7,7,7,8,Orthilia,Ericaceae,WD
Orychophragmus violaceus,Öî¸ğ²Ë,3,6,5,7,NA,Brassicaceae,CB
Oryza sativa,µ¾,NA,NA,NA,NA,NA,Poaceae,CB
Osmanthus armatus,ºì±úÄ¾Ï¬,9,10,4,6,Osmanthus,Oleaceae,WD
Osmanthus fragrans,Ä¾Ï¬,8.25,10,´ÎÄê4,´ÎÄê6,NA,Oleaceae,WD
Osmorhiza aristata var. laxa,ÊèÒ¶Ïã¸ùÇÛ,NA,NA,NA,NA,NA,Apiaceae,CB
Osteomeles schwerinae,»ªÎ÷Ğ¡Ê¯»ı,4,5,5,7,Osteomeles,Rosaceae,WD
Osteomeles schwerinae var. microphylla,Ğ¡Ò¶»ªÎ÷Ğ¡Ê¯»ı,NA,NA,NA,NA,NA,Rosaceae,WD
Ostrya japonica,ÌúÄ¾,5,7,8,9,NA,Betulaceae,WD
Ostryopsis davidiana,»¢é»×Ó,5,6,7,8,NA,Betulaceae,WD
Ostryopsis nobilis,µá»¢é»,5,7,7,9,NA,Betulaceae,WD
Oxalis acetosella,,7,8,8,9,Oxalis,Oxalidaceae,NA
Oxalis griffithii,É½õ¡½¬²İ,4,5,6,8,NA,Oxalidaceae,CB
Oxybaphus himalaicus,É½×ÏÜÔÀò,8,10,8,10,Oxybaphus,Nyctaginaceae,CB
Oxybaphus himalaicus var. chinensis,ÖĞ»ªÉ½×ÏÜÔÀò,NA,NA,NA,NA,NA,Nyctaginaceae,CB
Oxygraphis glacialis,Ñ»õÅ»¨,6,6,8,8,NA,Ranunculaceae,CB
Oxyria digyna,É½Ş¤,6,8,6,8,Oxyria,Polygonaceae,CB
Oxytropis aciphylla,Ã¨Í·´Ì,5,6,6,7,NA,Fabaceae,WD
Oxytropis bicolor,¶şÉ«¼¬¶¹,4,7,6,8,Oxytropis,Fabaceae,CB
Oxytropis caerulea,À¶»¨¼¬¶¹,6,9,8,9,NA,Fabaceae,CB
Oxytropis deflexa,¼±Íä¼¬¶¹,6,7,6,7,NA,Fabaceae,CB
Oxytropis densa,ÃÜ´Ô¼¬¶¹,6,7,7,8,Oxytropis,Fabaceae,CB
Oxytropis falcata,Á­¼Ô¼¬¶¹,5,8,7,9,NA,Fabaceae,CB
Oxytropis filiformis,Ïß¼¬¶¹,7,8,8,8,NA,Fabaceae,CB
Oxytropis ganningensis,Â¤¶«¼¬¶¹,8,9,9,10,NA,Fabaceae,CB
Oxytropis giraldii,»ªÎ÷¼¬¶¹,5,8,5,8,NA,Fabaceae,CB
Oxytropis glabra,Ğ¡»¨¼¬¶¹,6,9,7,9,NA,Fabaceae,CB
Oxytropis gueldenstaedtioides,Ã×¿Ú´ü×´¼¬¶¹,6,7,6,7,NA,Fabaceae,CB
Oxytropis hirta,Ó²Ã«¼¬¶¹,5,9,7,9,Oxytropis,Fabaceae,CB
Oxytropis kansuensis,¸ÊËà¼¬¶¹,6,8,7,9,NA,Fabaceae,CB
Oxytropis latibracteata,¿í°ú¼¬¶¹,7,8,7,8,Oxytropis,Fabaceae,CB
Oxytropis maqinensis,ÂêÇß¼¬¶¹,7,8,8,9,NA,Fabaceae,CB
Oxytropis meinshauseni,ÈøÀ­Ì×¼¬¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Oxytropis melanocalyx,ºÚİà¼¬¶¹,7,8,8,9,NA,Fabaceae,CB
Oxytropis merkensis,Ã×¶û¿Ë¼¬¶¹,6,7,7,8,NA,Fabaceae,CB
Oxytropis myriophylla,¶àÒ¶¼¬¶¹,5,6,7,8,Oxytropis,Fabaceae,CB
Oxytropis ochrantha,»ÆÃ«¼¬¶¹,6,7,7,8,Oxytropis,Fabaceae,CB
Oxytropis ochrocephala,»Æ»¨¼¬¶¹,6,8,7,9,NA,Fabaceae,CB
Oxytropis oxyphylla,É½¼¬¶¹,6,7,7,8,NA,Fabaceae,CB
Oxytropis pauciflora,ÉÙ»¨¼¬¶¹,6,7,NA,NA,Oxytropis,Fabaceae,CB
Oxytropis pseudomyriophylla,Äâ¶àÒ¶¼¬¶¹,5,9,5,9,NA,Fabaceae,CB
Oxytropis qilianshanica,ÆîÁ¬É½¼¬¶¹,6,7,7,8,Oxytropis,Fabaceae,CB
Oxytropis qinghaiensis,Çàº£¼¬¶¹,7,8,8,9,NA,Fabaceae,CB
Oxytropis racemosa,É°Õä¼¬¶¹,5,7,6,10,Oxytropis,Fabaceae,CB
Oxytropis sinkiangensis,ĞÂ½®¼¬¶¹,7,8,8,9,NA,Fabaceae,CB
Oxytropis sitaipaiensis,Î÷Ì«°×¼¬¶¹,5,6,7,8,Oxytropis,Fabaceae,CB
Oxytropis squammulosa,ÁÛİà¼¬¶¹,4,7,7,9,Oxytropis,Fabaceae,CB
Oxytropis stracheyana,ÕÍ¹û¼¬¶¹,7,9,7,9,Oxytropis,Fabaceae,CB
Oxytropis taochensis,ä¬ºÓ¼¬¶¹,6,7,7,9,NA,Fabaceae,CB
Oxytropis tragacanthoides,½º»ÆêÈ×´¼¬¶¹,4,8,7,8,NA,Fabaceae,CB
Oxytropis tudanensis,ÍÁµ¤¼¬¶¹,7,8,NA,NA,NA,Fabaceae,CB
Oxytropis xinglongshanica,ĞËÂ¡É½¼¬¶¹,6,7,7,8,NA,Fabaceae,CB
Oxytropis yunnanensis,ÔÆÄÏ¼¬¶¹,7,9,7,9,Oxytropis,Fabaceae,CB
Oyama sinensis,Ô²Ò¶ÌìÅ®»¨,5,6,9,10,NA,Magnoliaceae,WD
Oyama wilsonii,Î÷¿µÌìÅ®»¨,5,6,9,10,NA,Magnoliaceae,WD
Pachysandra terminalis,¶¥»¨°åµÊ¹û,4,7,8,10,Pachysandra,Buxaceae,WD
Padus avium,³íÀî,4,6,5,10,Padus,Rosaceae,WD
Padus avium var. asiatica,±±ÑÇ³íÀî,4,6,6,10,NA,Rosaceae,WD
Padus avium var. pubescens,Ã«Ò¶³íÀî,4,6,6,10,NA,Rosaceae,WD
Padus brachypoda,¶Ì¹£³íÀî,4,5,5,10,Padus,Rosaceae,WD
Padus buergeriana,˜ğÄ¾,4,5,5,10,Padus,Rosaceae,WD
Padus grayana,»ÒÒ¶³íÀî,4,5,6,10,Padus,Rosaceae,WD
Padus obtusata,Ï¸³İ³íÀî,4,5,6,10,Padus,Rosaceae,WD
Padus stellipila,ĞÇÃ«³íÀî,4,5,5,10,Padus,Rosaceae,WD
Padus wilsonii,¾îÃ«³íÀî,4,5,6,10,Padus,Rosaceae,WD
Paederia scandens,¼¦Ê¸ÌÙ,6,7,8,9,NA,Rubiaceae,WD
Paederia scandens var. tomentosa,Ã«¼¦Ê¸ÌÙ,NA,NA,NA,NA,NA,Rubiaceae,WD
Paeonia anomala,ĞÂ½®ÉÖÒ©,5,6,8,8,Paeonia,Paeoniaceae,CB
Paeonia anomala subsp. veitchii,´¨³àÉÖ,4,7,8,9,NA,Paeoniaceae,CB
Paeonia jishanensis,°«Äµµ¤,4,5,8,8,NA,Paeoniaceae,WD
Paeonia lactiflora,ÉÖÒ©,5,6,8,8,NA,Paeoniaceae,CB
Paeonia mairei,ÃÀÀöÉÖÒ©,4,5,6,8,Paeonia,Paeoniaceae,CB
Paeonia obovata,²İÉÖÒ©,5,6,9,9,NA,Paeoniaceae,CB
Paeonia obovata subsp. willmottiae,Ã«Ò¶²İÉÖÒ©,NA,NA,NA,NA,NA,Paeoniaceae,CB
Paeonia ostii,·ïµ¤,4,5,8,8,NA,Paeoniaceae,WD
Paeonia rockii,×Ï°ßÄµµ¤,4,5,8,8,NA,Paeoniaceae,WD
Paeonia rockii subsp. atava,Ì«°×É½×Ï°ßÄµµ¤,NA,NA,NA,NA,NA,Paeoniaceae,WD
Paeonia suffruticosa,Äµµ¤,4,5,8,8,NA,Paeoniaceae,WD
Paliurus hemsleyanus,Í­Ç®Ê÷,4,6,7,9,NA,Rhamnaceae,WD
Panax ginseng,ÈË²Î,NA,NA,NA,NA,NA,Araliaceae,CB
Panax japonicum var. bipinnatifidus,¸í´ñÆß,NA,NA,NA,NA,NA,Araliaceae,CB
Panax japonicum var. major,Öé×Ó²Î,NA,NA,NA,NA,NA,Araliaceae,CB
Panax japonicus,Öñ½Ú²Î,5,6,7,9,NA,Araliaceae,CB
Panax japonicus var. bipinnatifidus,¸í´ñÆß,NA,NA,NA,NA,NA,Araliaceae,NA
Panax japonicus var. major,Öé×Ó²Î,NA,NA,NA,NA,NA,Araliaceae,NA
Panax notoginseng,ÈıÆß,7,8,8,10,NA,Araliaceae,CB
Panicum miliaceum,ğ¢,7,10,7,10,NA,Poaceae,CB
Panzerina lanata,Å§´¯²İ,7,10,NA,NA,Panzerina,Lamiaceae,CB
Paraixeris denticulata,»Æ¹Ï²Ë,5,11,5,11,Paraixeris,Asteraceae,CB
Paraprenanthes diversifolia,ÁÖÉú¼Ù¸£Íõ²İ,2,8,2,8,NA,Asteraceae,CB
Paraprenanthes heptantha,À×É½¼Ù¸£Íõ²İ,5,7,5,7,Paraprenanthes,Asteraceae,CB
Paraquilegia anemonoides,ÈéÍ»Äâñï¶·²Ë,6,7,8,10,NA,Ranunculaceae,CB
Paraquilegia microphylla,Äâñï¶·²Ë,6,8,8,9,Paraquilegia,Ranunculaceae,CB
Parasenecio auriculatus,¶úÒ¶Ğ·¼×²İ,6,7,9,9,Parasenecio,Asteraceae,CB
Parasenecio dasythyrsus,É½Î÷Ğ·¼×²İ,8,9,8,9,Parasenecio,Asteraceae,CB
Parasenecio deltophyllus,Èı½ÇÒ¶Ğ·¼×²İ,7,8,9,9,Parasenecio,Asteraceae,CB
Parasenecio gansuensis,¸ÊËàĞ·¼×²İ,7,8,9,10,Parasenecio,Asteraceae,CB
Parasenecio hastatus,É½¼â×Ó,7,8,9,9,Parasenecio,Asteraceae,CB
Parasenecio hastatus var. glaber,ÎŞÃ«É½¼â×Ó±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Parasenecio kangxianensis,¿µÏØĞ·¼×²İ,7,9,7,9,Parasenecio,Asteraceae,CB
Parasenecio longispicus,³¤ËëĞ·¼×²İ,7,8,9,10,Parasenecio,Asteraceae,CB
Parasenecio palmatisectus,ÕÆÁÑĞ·¼×²İ,7,8,9,10,Parasenecio,Asteraceae,CB
Parasenecio petasitoides,·ä¶·²Ë×´Ğ·¼×²İ,8,9,10,10,Parasenecio,Asteraceae,CB
Parasenecio pilgerianus,Ì«°×É½Ğ·¼×²İ,7,8,9,9,Parasenecio,Asteraceae,CB
Parasenecio roborowskii,ÖëÃ«Ğ·¼×²İ,7,8,9,10,Parasenecio,Asteraceae,CB
Parasenecio rockianus,ÓñÁúĞ·¼×²İ,8,8,10,10,Parasenecio,Asteraceae,CB
Parasenecio rufipilis,ºìÃ«Ğ·¼×²İ,7,8,9,9,Parasenecio,Asteraceae,CB
Parasenecio xinjiashanensis,ĞÁ¼ÒÉ½Ğ·¼×²İ,6,7,8,8,Parasenecio,Asteraceae,CB
Parietaria micrantha,Ç½²İ,7,8,8,9,NA,Urticaceae,CB
Paris delavayi,½ğÏßÖØÂ¥,4,5,9,10,NA,Liliaceae,CB
Paris fargesii,ÇòÒ©¸ôÖØÂ¥,5,5,7,9,Paris,Liliaceae,CB
Paris polyphylla,ÆßÒ¶Ò»Ö¦»¨,5,6,8,9,Paris,Liliaceae,CB
Paris polyphylla var. chinensis,»ªÖØÂ¥,5,7,8,10,NA,Liliaceae,CB
Paris polyphylla var. latifolia,¿íÒ¶ÖØÂ¥,5,5,7,9,NA,Liliaceae,CB
Paris polyphylla var. stenophylla,ÏÁÒ¶ÖØÂ¥,6,8,9,10,NA,Liliaceae,CB
Paris quadrifolia,ËÄÒ¶ÖØÂ¥,7,7,8,8,NA,Liliaceae,CB
Paris thibetica,ºÚ×ÑÖØÂ¥,4,7,7,8,NA,Liliaceae,CB
Paris verticillata,±±ÖØÂ¥,6,7,7,9,Paris,Liliaceae,CB
Parnassia brevistyla,¶ÌÖùÃ·»¨²İ,7,8,9,10,Parnassia,Saxifragaceae,CB
Parnassia delavayi,Í»¸ôÃ·»¨²İ,7,8,9,10,Parnassia,Saxifragaceae,CB
Parnassia foliosa,°×¶ú²Ë,8,9,9,9,Parnassia,Saxifragaceae,CB
Parnassia gansuensis,¸ÊËàÃ·»¨²İ,7,8,NA,NA,Parnassia,Saxifragaceae,CB
Parnassia lutea,»Æ»¨Ã·»¨²İ,7,8,8,9,Parnassia,Saxifragaceae,CB
Parnassia oreophila,Ï¸²æÃ·»¨²İ,7,8,9,9,Parnassia,Saxifragaceae,CB
Parnassia palustris,Ã·»¨²İ,7,9,10,10,Parnassia,Saxifragaceae,CB
Parnassia trinervis,ÈıÂöÃ·»¨²İ,7,8,9,10,Parnassia,Saxifragaceae,CB
Parnassia viridiflora,ÂÌ»¨Ã·»¨²İ,8,8,9,9,NA,Saxifragaceae,CB
Parnassia wightiana,¼¦ëÆ²İ,7,8,9,10,Parnassia,Saxifragaceae,CB
Parnassia xinganensis,ĞË°²Ã·»¨²İ,7,8,NA,NA,Parnassia,Saxifragaceae,CB
Parthenocissus henryana,»¨Ò¶µØ½õ,8,9,9,10,Parthenocissus,Vitaceae,WD
Parthenocissus henryana var. hirsuta,Ã«Âö»¨Ò¶µØ½õ,5,6,7,8,NA,Vitaceae,WD
Parthenocissus semicordata,ÈıÒ¶µØ½õ,5,7,9,10,Parthenocissus,Vitaceae,WD
Parthenocissus tricuspidata,µØ½õ,5,8,9,10,Parthenocissus,Vitaceae,WD
Paspalum thunbergii,È¸°Ş,6,10,6,10,Paspalum,Poaceae,CB
Patrinia heterophylla,ÒìÒ¶°Ü½´,7,9,8,10,Patrinia,Valerianaceae,CB
Patrinia intermedia,ÖĞ°Ü½´,6,8,7,9,Patrinia,Valerianaceae,CB
Patrinia monandra,ÉÙÈï°Ü½´,8,9,9,10,NA,Valerianaceae,CB
Patrinia rupestris,ÑÒ°Ü½´,7,9,8,10,NA,Valerianaceae,CB
Patrinia scabiosifolia,°Ü½´,7,9,9,10,NA,Valerianaceae,CB
Patrinia scabra,²ÚÒ¶°Ü½´,6,7,8,10,NA,Valerianaceae,CB
Patrinia trifoliata,ÈıÒ¶°Ü½´,7,8,7,8,NA,Valerianaceae,CB
Patrinia villosa,°×»¨°Ü½´,8,10,9,11,Patrinia,Valerianaceae,CB
Paulownia catalpifolia,é±Ò¶ÅİÍ©,7,8,7,8,NA,Scrophulariaceae,WD
Paulownia fargesii,´¨ÅİÍ©,4,5,8,9,NA,Scrophulariaceae,WD
Paulownia fortunei,°×»¨ÅİÍ©,3,4,7,8,NA,Scrophulariaceae,WD
Paulownia tomentosa,Ã«ÅİÍ©,4,5,10,10,NA,Scrophulariaceae,WD
Paulownia tomentosa var. tsinlingensis,¹âÅİÍ©,NA,NA,8,9,NA,Scrophulariaceae,WD
Pedicularis alaschanica,°¢À­ÉÆÂíÏÈİï,6,8,9,9,NA,Scrophulariaceae,CB
Pedicularis anas,Ñ¼Ê×ÂíÏÈİï,7,9,8,10,Pedicularis,Scrophulariaceae,CB
Pedicularis anas var. xanthantha,»Æ»¨Ñ¼Ê×ÂíÏÈİï,7,8,NA,NA,NA,Scrophulariaceae,CB
Pedicularis armata,´Ì³İÂíÏÈİï,8,9,NA,NA,Pedicularis,Scrophulariaceae,CB
Pedicularis armata var. trimaculata,Èı°ß´Ì³İÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,NA
Pedicularis artselaeri,°£ÊÏÂíÏÈİï,5,5,7,8,NA,Scrophulariaceae,CB
Pedicularis bidentata,¶ş³İÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis brevilabris,¶Ì´½ÂíÏÈİï,7,7,NA,NA,Pedicularis,Scrophulariaceae,CB
Pedicularis cheilanthifolia,ËéÃ×Ş§Ò¶ÂíÏÈİï,6,8,7,9,NA,Scrophulariaceae,CB
Pedicularis cheilanthifolia var. isochila,ËéÃ×Ş§Ò¶ÂíÏÈİï°¬´½±äÖÖ,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis chinensis,ÖĞ¹úÂíÏÈİï,8,8,9,10,NA,Scrophulariaceae,CB
Pedicularis chingii,ÇØÊÏÂíÏÈİï,8,8,8,9,NA,Scrophulariaceae,CB
Pedicularis cranolopha,Í¹¶îÂíÏÈİï,6,7,NA,NA,Pedicularis,Scrophulariaceae,CB
Pedicularis cranolopha var. longicornuta,³¤½ÇÍ¹¶îÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis craspedotricha,ÔµÃ«ÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis cristatella,¾ß¹ÚÂíÏÈİï,7,7,NA,NA,Pedicularis,Scrophulariaceae,CB
Pedicularis curvituba,Íä¹ÜÂíÏÈİï,6,7,7,8,NA,Scrophulariaceae,CB
Pedicularis curvituba subsp. provotii,ÂåÊÏÍä¹ÜÂíÏÈİï,6,6,NA,NA,NA,Scrophulariaceae,CB
Pedicularis davidii,´óÎÀÊÏÂíÏÈİï,6,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis decora,ÃÀ¹ÛÂíÏÈİï,6,7,8,9,NA,Scrophulariaceae,CB
Pedicularis decorissima,¼«ÀöÂíÏÈİï,6,8,8,9,NA,Scrophulariaceae,CB
Pedicularis fargesii,·¨ÊÏÂíÏÈİï,6,7,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis geosiphon,µØ¹ÜÂíÏÈİï,7,7,8,8,Pedicularis,Scrophulariaceae,CB
Pedicularis giraldiana,ÆæÊÏÂíÏÈİï,8,8,8,9,NA,Scrophulariaceae,CB
Pedicularis ingens,Ë¶´óÂíÏÈİï,7,9,9,9,Pedicularis,Scrophulariaceae,CB
Pedicularis kangtingensis,¿µ¶¨ÂíÏÈİï,7,8,9,9,Pedicularis,Scrophulariaceae,CB
Pedicularis kansuensis,¸ÊËàÂíÏÈİï,6,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis kansuensis subsp. kokonorica,Çàº£¸ÊËàÂíÏÈİï,7,7,NA,NA,NA,Scrophulariaceae,CB
Pedicularis kariensis,¿¨ÀïÂíÏÈİï,8,8,9,9,NA,Scrophulariaceae,CB
Pedicularis kialensis,¼×À­ÂíÏÈİï,6,7,9,9,NA,Scrophulariaceae,CB
Pedicularis lachnoglossa,ÈŞÉàÂíÏÈİï,6,7,8,8,Pedicularis,Scrophulariaceae,CB
Pedicularis lasiophrys,Ã«ò¤ÂíÏÈİï,7,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis lasiophrys var. sinica,Ã«±»Ã«ò¤ÂíÏÈİï,7,8,8,9,NA,Scrophulariaceae,CB
Pedicularis latirostris,¿íà¹ÂíÏÈİï,7,7,8,8,NA,Scrophulariaceae,CB
Pedicularis lineata,ÌõÎÆÂíÏÈİï,7,8,8,9,NA,Scrophulariaceae,CB
Pedicularis longiflora,³¤»¨ÂíÏÈİï,7,9,8,10,Pedicularis,Scrophulariaceae,CB
Pedicularis longiflora var. tubiformis,¹Ü×´³¤»¨ÂíÏÈİï,5,10,5,10,NA,Scrophulariaceae,CB
Pedicularis lyrata,ÇÙ¿øÂíÏÈİï,7,8,9,9,Pedicularis,Scrophulariaceae,CB
Pedicularis merrilliana,ÂõÊÏÂíÏÈİï,6,7,7,8,Pedicularis,Scrophulariaceae,CB
Pedicularis moupinensis,ÄÂÆºÂíÏÈİï,8,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis muscicola,ŞºÉúÂíÏÈİï,5,7,8,8,Pedicularis,Scrophulariaceae,CB
Pedicularis muscoides,Şº×´ÂíÏÈİï,6,6,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis oederi,Å·ÊÏÂíÏÈİï,6,7,7,10,Pedicularis,Scrophulariaceae,CB
Pedicularis oederi var. sinensis,Å·ÊÏÂíÏÈİïÖĞ¹ú±äÖÖ,6,7,8,8,NA,Scrophulariaceae,CB
Pedicularis oliveriana,°ÂÊÏÂíÏÈİï,6.25,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis paiana,°×ÊÏÂíÏÈİï,7,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis pheulpinii subsp. chilienensis,ÆîÁ¬·Ñ¶ûÊÏÂíÏÈİï,7,8,NA,NA,NA,Scrophulariaceae,CB
Pedicularis pilostachya,ÃàËëÂíÏÈİï,6,7,NA,NA,Pedicularis,Scrophulariaceae,CB
Pedicularis plicata,ÖåñŞÂíÏÈİï,7,8,8.15,9,Pedicularis,Scrophulariaceae,CB
Pedicularis polyodonta,¶à³İÂíÏÈİï,6,8,8,9,NA,Scrophulariaceae,CB
Pedicularis przewalskii,ÆÕÊÏÂíÏÈİï,6,7,7,9,NA,Scrophulariaceae,CB
Pedicularis przewalskii subsp. microphyton,°«Ğ¡ÆÕÊÏÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis recurva,·´ÇúÂíÏÈİï,8,8,8,9,NA,Scrophulariaceae,CB
Pedicularis resupinata,·µ¹ËÂíÏÈİï,6,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis resupinata subsp. crassicaulis,´Ö¾¥·µ¹ËÂíÏÈİï,5,6,NA,NA,NA,Scrophulariaceae,CB
Pedicularis resupinata subsp. lasiophylla,Ã«Ò¶·µ¹ËÂíÏÈİï,7,8,NA,NA,NA,Scrophulariaceae,CB
Pedicularis rhinanthoides,Äâ±ÇÂíÏÈİï,5,7,7,9,NA,Scrophulariaceae,CB
Pedicularis rhinanthoides subsp. labellata,´ó´½Äâ±Ç»¨ÂíÏÈİï,7,8,8,8,NA,Scrophulariaceae,CB
Pedicularis roborowskii,ÀÍÊÏÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis roylei,ÂŞÊÏÂíÏÈİï,7,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis rudis,´ÖÒ°ÂíÏÈİï,7,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis semitorta,°ëÅ¤¾íÂíÏÈİï,6,7,7,8,NA,Scrophulariaceae,CB
Pedicularis spicata,Ëë»¨ÂíÏÈİï,7,9,8,10,NA,Scrophulariaceae,CB
Pedicularis striata,ºìÎÆÂíÏÈİï,6,7,7,8,NA,Scrophulariaceae,CB
Pedicularis striata subsp. arachnoidea,ÖëË¿ºìÎÆÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pedicularis szetschuanica,ËÄ´¨ÂíÏÈİï,7,7,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis ternata,ÈıÒ¶ÂíÏÈİï,7,7,7,8,NA,Scrophulariaceae,CB
Pedicularis torta,Å¤ĞıÂíÏÈİï,6,8,8,9,Pedicularis,Scrophulariaceae,CB
Pedicularis tristis,ÒõÓôÂíÏÈİï,7,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis verticillata,ÂÖÒ¶ÂíÏÈİï,7,8,7,9,Pedicularis,Scrophulariaceae,CB
Pedicularis verticillata subsp. tangutica,ÌÆ¹ÅÌØÂÖÒ¶ÂíÏÈİï,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Pegaeophyton scapiflorum,µ¥»¨Üù,6,9,6,9,Pegaeophyton,Brassicaceae,CB
Peganum harmala,ÂæÍÕÅî,6,6,7,8,Peganum,Zygophyllaceae,CB
Peganum multisectum,¶àÁÑÂæÍÕÅî,5,7,6,9,Peganum,Zygophyllaceae,CB
Peganum nigellastrum,ÍÕÍÕİï,5,7,7,9,Peganum,Zygophyllaceae,CB
Pennisetum alopecuroides,ÀÇÎ²²İ,6,11,6,11,NA,Poaceae,CB
Pennisetum flaccidum,°×²İ,7,10,7,10,NA,Poaceae,CB
Pennisetum longissimum,³¤ĞòÀÇÎ²²İ,7,10,7,10,Pennisetum,Poaceae,CB
Pennisetum shaanxiense,ÉÂÎ÷ÀÇÎ²²İ,7,11,7,11,Pennisetum,Poaceae,CB
Penthorum chinense,³¶¸ù²Ë,7,10,7,10,Penthorum,Saxifragaceae,CB
Peperomia tetraphylla,¶¹°êÂÌ,2,4,9,12,Peperomia,Piperaceae,CB
Peracarpa carnosa,´ü¹û²İ,3,5,4,11,Peracarpa,Campanulaceae,CB
Perilla frutescens var. purpurascens,Ò°Éú×ÏËÕ,NA,NA,NA,NA,NA,Lamiaceae,CB
Periploca calophylla,ÇàÉßÌÙ,4,5,8,9,Periploca,Asclepiadaceae,WD
Periploca forrestii,ºÚÁú¹Ç,3,4,6,7,Periploca,Asclepiadaceae,WD
Periploca sepium,¸ÜÁø,5,6,7,9,NA,Asclepiadaceae,WD
Peristrophe japonica,¾ÅÍ·Ê¨×Ó²İ,7,´ÎÄê2,7,10,NA,Acanthaceae,CB
Peristylus forceps,Ò»ÕÆ²Î,6,8,NA,NA,Peristylus,Orchidaceae,CB
Pertya discolor,Á½É«Öã¾Õ,6,8,NA,NA,Pertya,Asteraceae,WD
Pertya discolor var. calvescens,Í¬É«Öã¾Õ,7,7,NA,NA,NA,Asteraceae,WD
Pertya sinensis,»ªÖã¾Õ,7,7,8,8,Pertya,Asteraceae,WD
Pertya uniflora,µ¥»¨Öã¾Õ,6,8,NA,NA,Pertya,Asteraceae,WD
Petasites tricholobus,Ã«ÁÑ·ä¶·²Ë,4,6,NA,NA,NA,Asteraceae,CB
Peucedanum harry-smithii,»ª±±Ç°ºú,8,10,8,10,NA,Apiaceae,CB
Peucedanum harry-smithii var. grande,¹ãĞò±±Ç°ºú,NA,NA,NA,NA,NA,Apiaceae,CB
Peucedanum praeruptorum,Ç°ºú,8,9,10,11,Peucedanum,Apiaceae,CB
Peucedanum terebinthaceum,Ê¯·À·ç,7,9,9,10,Peucedanum,Apiaceae,CB
Peucedanum turgeniifolium,³¤Ç°ºú,7,9,9,10,Peucedanum,Apiaceae,CB
Phacellanthus tubiflorus,»ÆÍ²»¨,5,7,7,8,Phacellanthus,Orobanchaceae,CB
Phaenosperma globosa,ÏÔ×Ó²İ,5,7,5,7,NA,Poaceae,CB
Phaeonychium villosum,ÈáÃ«²Ø½æ,6,7,8,9,Phaeonychium,Brassicaceae,CB
Phalaris arundinacea,Ìˆ²İ,6,8,6,8,NA,Poaceae,CB
Phedimus aizoon,»Æ²Ë,6,7,8,9,NA,Crassulaceae,CB
Phedimus aizoon var. scabrus,ÈéÃ«·Ñ²Ë,6,7,8,8,NA,Crassulaceae,CB
